1119	2617
1052	8848
282991	665
10461	8412
150864	90806
1783	79956
145581	55628
9249	23247
26015	4939
23509	57222
51529	92703
7050	10570
5166	105
51144	9682
140576	51171
85440	221074
107	54737
3726	47
54914	2071
154807	388962
57575	10678
91039	64783
6470	1050
84133	7078
1174	84525
25814	6902
5700	57493
9318	124245
51228	144233
427	84313
5578	84059
83707	54904
10346	5925
8536	10197
10421	5976
1647	7538
57571	342035
9917	10193
3455	9060
343990	728554
57187	54811
2342	162681
10808	27229
29993	8506
161357	6547
4708	292
7534	57182
54475	9649
2063	84759
4037	57486
65062	26249
5413	79631
6938	11177
221178	219287
7432	1690
4613	23417
10397	93145
9516	64137
6397	5596
51603	84133
64145	57143
5797	163126
65003	54920
6448	826
23285	5597
4129	5630
90324	80059
51046	9854
3329	7181
51046	9852
8548	157777
22875	63979
2018	596
80019	88
4139	1008
8566	342977
1537	54856
27071	3586
92344	41
9580	3551
10160	1000
7979	10390
10539	6455
8848	81566
2622	22983
6142	643433
26509	4091
5990	3693
345757	8239
4437	23594
3111	154
988	23029
5530	23654
6616	25852
9806	3098
8803	644774
8601	5270
5446	5507
55008	158931
1973	7803
57819	2091
6235	388720
4856	55890
23261	29085
5274	56126
9410	84317
340542	148156
54475	9607
8409	3068
1741	93436
23102	10973
3491	10087
375323	10367
9577	84313
2122	158931
23096	23309
29088	9474
115416	55297
6678	57505
23503	3551
10461	84133
10781	6050
57414	23464
3899	22888
1604	26050
653658	8467
7286	5027
2562	3914
55727	403341
7345	2172
29086	652864
8510	57658
51742	284273
8573	10010
6139	6193
85369	347731
116138	1716
4345	25840
7345	2161
9456	255631
55671	7013
84281	3021
151126	55294
549	10243
63920	57708
56061	8450
23554	4973
1452	6840
441094	23266
1123	645974
5218	161357
3021	134359
56271	6632
84895	83638
10194	23613
57472	84232
4190	29902
222223	154215
1627	23062
5442	23583
140710	400931
64231	1326
85007	147906
8507	1620
80164	23265
23237	8717
6919	2941
6507	53834
26511	22822
58533	8725
27031	51177
26050	730534
4864	57162
2537	128239
317649	117154
7716	25
5789	7026
57689	134957
6474	6189
79943	8654
10769	14
5696	51056
23545	2081
40	148014
6347	9023
1112	6472
256714	11122
7456	6050
150290	78988
94104	143684
217	84062
9739	135
10935	51506
3726	3725
80110	23253
6579	1373
90933	3146
51121	25978
5814	598
400	60561
1647	389856
121274	27245
9890	51067
55048	200845
130507	56910
2199	51343
56947	1102
26022	64760
22802	26585
441775	284821
51253	2932
2517	310
222223	55700
1387	5867
649	51439
84502	1509
23671	148423
86	8334
10270	399694
10687	10479
7070	284615
1997	11140
494514	28990
26471	84329
5223	6845
9220	55719
6238	83986
54499	9491
51816	7727
127254	54331
9143	8506
266727	26060
10327	84284
56652	5600
3491	1010
5253	65082
5884	4931
54475	387119
1647	2669
140576	414
8976	5000
8799	4733
79791	26575
8625	148741
127262	4149
10725	55924
57530	9924
30812	27345
389289	646531
6917	646200
29102	4147
55326	285282
9125	4711
5798	576
467	1316
5529	30
11189	114794
2823	23462
5934	3295
6855	1030
4211	58473
10598	89970
23279	1655
84944	10473
9802	10549
9811	84971
7432	143162
2262	5507
2872	7090
51128	5977
114882	7357
6238	26528
5223	10949
22875	64398
81035	10903
4131	9162
286262	81849
682	58506
2192	4487
732007	3420
146923	114928
5962	11057
83759	9477
3017	8365
84249	2047
51087	2931
51660	5358
55190	8030
5901	137392
55198	4281
29028	3717
3326	54961
84630	7916
51406	22897
23671	3487
79871	6925
3035	6832
1112	2027
64344	9754
2571	55061
710	7076
54700	963
23493	7913
10687	7259
9638	56674
87178	92014
51022	5800
3015	3621
6347	51281
10787	51645
10226	51114
7079	127254
5687	2098
27065	90203
2562	10858
644774	378
55860	51669
6662	26018
4515	23608
6347	8550
84504	23097
2697	2239
64393	64167
8985	84307
93643	84915
85458	6744
3669	24141
5255	56254
9764	51574
3726	4199
64895	55288
728014	54413
51068	301
29123	84206
55967	1642
30851	26018
1973	2908
55753	285613
388481	1128
9894	1659
51582	51121
28978	64963
4211	652541
5364	22901
887	2550
9043	8573
7052	602
23451	9889
24138	64170
51105	7371
80270	967
7167	7019
6738	10038
58155	55314
2788	78994
644511	645683
84684	284
152007	23452
2152	84232
2339	78987
3113	3122
64344	9702
3192	644852
2550	744
665	5189
4118	124222
150274	9516
25963	80758
118663	128218
10485	10591
154043	8943
1604	56675
23041	81627
7476	8740
27012	79608
283989	7709
10994	9265
54894	6326
85477	5777
55002	3964
57532	25909
1777	361
11034	5685
9267	403323
2619	29101
7205	10791
1615	55623
83931	222234
10486	10312
9023	5333
57570	3151
2776	2537
301	4720
4802	64114
4185	23203
10213	3422
157922	4613
440704	26279
7345	23420
390980	2120
86	81567
549	80019
5315	55825
55030	1909
1192	6303
1123	55859
7360	8836
6525	4302
79187	26039
55186	9147
127428	58505
644511	6205
2670	10201
1385	642946
201965	10513
158471	90362
112464	79671
55869	51071
5396	6840
727761	57175
25976	56647
374395	115265
85458	2317
7260	23172
9111	27012
1212	29101
2821	51310
26022	10066
4958	25987
3489	91607
2799	10577
64756	2563
10421	5894
5138	7732
90060	9667
56884	54931
51121	83787
8613	4646
1647	3093
23384	5096
285527	9738
283455	10075
57575	8379
10953	64285
1951	55326
147912	7546
119392	4430
5757	23603
7204	22983
414328	10327
4784	56949
2762	2706
22985	23384
762	25861
84146	139886
283431	90293
79717	10319
340533	1022
28513	65078
2902	10893
55227	51389
2287	5128
57511	80728
7064	55249
65055	55737
51199	7324
84899	29
57475	9134
4616	26009
27175	92345
283	51335
2063	27239
23768	54839
10580	6584
4854	8654
3190	11319
10577	51374
7531	27316
90843	25759
26575	10171
285527	9705
54893	93643
1785	23551
84939	51292
214	23111
107	492
240	7454
92140	1838
256714	27429
25909	23126
2149	8439
22891	6903
214	11145
27067	254170
6749	29781
338811	57817
1879	9423
23492	58506
120	788
1192	91607
4302	148223
84504	6484
4733	6183
10927	8825
65055	8543
7381	8462
5218	3708
5475	79639
10480	1781
55636	134549
27065	55841
51497	220929
9612	26205
2744	9378
2059	51014
115708	57584
1604	114794
158358	4594
942	338773
22909	440349
494514	286046
400451	134510
57835	196
10409	50650
6744	55167
51234	158
6772	9111
55738	79058
90639	10206
58513	9828
124637	4779
65983	65008
3726	57165
9343	7317
8911	23199
2296	716
56616	3841
93426	221074
8021	1789
81533	131118
4139	4862
152007	10994
730820	57092
9745	950
3157	649679
90624	9696
3428	1316
94274	1155
2581	10600
30812	10435
56062	23122
63974	6611
10231	203547
7101	5255
54443	121601
55757	22898
604	694
6301	9967
357	10235
389435	2512
131096	114780
10392	139221
285527	51104
79012	51412
58487	283219
10630	55616
57551	8774
9146	57555
130132	26275
23187	728014
6744	5825
26873	5947
5591	6051
3516	5469
863	131870
23048	9312
85025	5701
126205	57835
4851	10826
65055	4134
10769	3338
8266	3787
23174	23353
6729	56890
10787	345778
64422	1163
8846	163590
2171	64411
7779	29992
950	2890
4682	7706
2572	2897
5999	26047
90161	9371
79033	80745
10300	3315
23380	57530
26038	9149
7164	84418
4131	4205
1428	64327
1153	79091
26155	29902
27258	8896
6722	29993
1267	7705
10194	54665
5887	5511
373	5451
467	50651
57456	28973
960	6713
6281	158747
3726	29907
58190	652071
9760	10479
400242	6773
10418	429
57479	10048
200728	126205
3842	115207
256714	11001
57617	6829
24138	51633
29940	64332
219738	112812
4045	8739
90639	84440
131474	54765
3730	7343
9857	57473
3303	10390
4780	29097
29893	23351
64327	10005
4071	22918
55741	7504
9645	5532
9960	55092
4255	10480
5203	30815
2845	124565
10987	9610
439949	54076
9772	83464
5176	90161
147808	158376
9895	1650
404037	6324
760	124491
4708	23211
57143	54623
9205	23039
339879	5797
55142	653086
84872	5245
3300	23753
10270	171024
21	203054
26973	150275
51606	9425
6636	3054
51138	5631
79072	57544
144165	9762
55813	116150
148223	9049
51128	5898
10204	83737
57030	7764
7052	7122
51053	3977
164	6873
27131	9813
1387	5728
8460	2171
8692	158376
6188	440927
5700	4913
9673	10140
92999	5364
134957	9338
51065	10973
55818	9895
7923	4352
6785	259217
2487	4239
55665	3035
6900	333
51490	10217
828	6563
387066	79668
6144	654194
2581	140578
5144	5987
648210	9349
80264	2218
5573	81622
58515	5594
3108	3687
2861	54149
6916	3059
219	51196
6193	6209
6674	50507
23623	64753
6347	55559
1123	321
400073	11076
9673	10125
2134	2912
57835	8740
9804	90634
55450	54674
116154	344558
6558	56006
782	1997
9577	5090
10161	5336
8662	5833
26038	8694
51660	221154
8476	904
8519	633
645436	646849
645899	3300
439921	744
23236	4139
136	8888
79628	84932
117154	3068
1958	4885
7301	22870
5796	5291
7050	2108
8803	79568
252995	124935
653171	4076
93611	64118
63905	30968
1124	6263
6645	79842
23207	84922
55257	10908
90952	51176
23270	9607
8534	8636
57216	3897
3303	10314
4124	651309
79738	5867
154791	166824
400916	112703
54552	11153
23650	25981
8470	1495
1759	23017
51649	55651
84058	10307
8326	5763
153443	22878
5962	1102
338328	60484
3208	389599
8175	7879
1717	4082
29114	2778
285855	649598
240	2533
545	79590
55929	51029
9789	8227
644511	6155
381	54938
25861	57498
9856	57645
116832	51096
57509	4033
3428	728564
54014	51031
14	3097
9975	6885
147808	138716
124491	64376
8531	114990
23048	51008
5528	55066
57326	54602
56970	51460
51172	2329
4628	491
27012	81831
8672	202559
2785	2170
9677	51163
114548	6839
5801	10858
7447	5746
7453	84549
84458	51109
136	84706
460	23404
8496	9958
7297	26156
1001	7251
9023	10039
57614	7009
10235	79589
219654	6468
6595	9228
150946	79228
6275	6776
9514	57556
2890	10079
1211	1072
25830	5550
5189	9236
5797	4898
391	8470
51253	3281
5518	50512
55197	158586
283209	6738
2532	1268
521	203069
2634	25923
51100	89894
9966	54933
51361	1611
441087	63929
4131	643446
26286	9188
5504	80153
9723	1385
3754	5996
3251	10644
23187	6035
7039	10495
171546	115201
161882	9869
54331	54815
57617	7266
146330	6586
9472	10015
79817	55858
51490	64864
9362	9911
51366	6867
6545	7415
533	6633
27065	79754
122809	84709
219738	26470
51076	2992
23413	8314
283209	6715
473	5096
3017	90121
116987	284695
84128	25998
6170	346950
23350	23160
6448	80108
55657	51406
5999	90523
9111	9632
549	26472
6738	6767
6237	10266
51062	8499
92170	4720
10495	64793
642361	10055
7629	64332
57582	7378
1381	29062
3996	7716
51650	79833
4242	51310
1859	116840
55249	6480
25862	90649
440928	9568
1627	30000
25977	79837
55356	10126
340542	9114
10327	83667
9148	55818
9781	1876
7052	2268
6648	6890
11165	80031
10361	148252
53635	3661
1604	8754
10413	7049
650369	548596
57232	23011
241	3059
1903	2669
6310	151473
6628	24140
308	79073
649049	347544
29924	78986
467	6001
112849	5111
9371	5226
23136	8539
80178	7462
2197	441246
91748	91694
535	1917
57799	2134
83850	388237
8087	55035
80233	8660
6599	57453
7447	128434
282991	444
152137	871
54726	23215
55178	149840
55149	133522
9130	25855
6263	11160
3925	10670
730744	4802
9871	51058
3075	10791
1153	23409
7704	1831
64374	51706
56961	934
10675	2318
120	10138
63982	1063
55743	84286
6938	345630
10752	51335
652071	54503
57835	401494
23504	55207
10295	762
50856	81890
26059	157922
5108	4659
537	653419
25813	2295
653479	10445
83660	10554
7070	4809
80205	22849
27239	5696
2932	25962
387036	25978
56062	23057
347730	84634
10486	123920
114928	1622
57665	90407
390	55257
57484	3416
60	71
25957	57148
57698	1902
219541	79803
6938	80331
122553	28985
84168	5375
598	55796
56949	57132
5218	114800
5269	391
4974	23166
54413	56955
113130	5707
3491	83638
157638	57396
10069	5935
2026	9343
23505	54545
5955	135114
9804	6622
79791	5914
2119	5378
154215	388403
5714	27344
27243	22827
747	9962
4131	10927
151963	441094
1410	25900
64864	63920
23412	84273
57571	51252
26973	56126
9023	64651
1997	6744
113655	23304
9657	4921
54497	3815
90362	3688
4724	116541
79754	64781
3773	641
114798	7763
79776	56034
54968	196463
256435	9725
81575	64283
25805	3397
150094	9314
3646	10153
55786	5495
650029	90462
1153	54522
54518	3635
651143	5271
4131	10907
83931	9001
