0	3306
1	22933
1	3092
1	84640
1	54780
1	10362
1	84081
1	54925
1	8495
1	79726
1	7705
1	55227
1	84909
1	55144
2	55847
2	28984
2	55783
2	4076
2	6788
2	6651
2	9679
2	63895
2	4047
2	51389
3	64093
3	55529
3	23467
3	5277
3	2059
3	6760
3	644935
3	55214
3	274
3	63027
3	22982
3	58526
4	30812
4	3157
4	729776
4	146378
4	51014
4	8434
4	84926
4	10274
4	22905
4	5027
4	28514
4	29128
4	6457
5	10435
5	11322
5	285971
5	27345
5	1717
5	29763
5	83641
5	649679
5	6307
5	58476
5	4952
5	3930
5	64342
5	644615
5	388228
5	55084
5	339344
5	10712
5	64805
5	54464
5	85360
5	23217
5	222865
5	2171
5	10664
5	894
5	1398
5	4038
5	6446
6	27106
6	57580
6	55114
6	644590
6	55216
6	4082
6	9770
6	134549
6	3927
6	643287
6	79668
6	200942
6	28966
6	131870
6	7403
6	23352
6	80314
6	83660
6	22875
6	84954
6	93611
6	440160
6	4613
6	9651
6	4267
6	285368
6	9378
6	4008
6	1524
6	8697
6	9741
6	113457
6	84968
6	6585
6	9760
6	2852
6	64411
6	55818
6	5627
6	80344
6	28512
6	114789
6	5584
7	389289
7	80303
7	55320
7	83543
7	6535
7	85315
7	54800
7	3275
7	653496
7	3516
7	1059
7	79948
7	10970
7	5428
7	10554
7	63979
7	360023
7	64398
7	64118
7	2037
7	905
7	149420
7	23417
7	8775
7	1121
7	6281
7	644
7	7082
7	200030
7	3685
7	5650
7	10479
7	6539
7	5159
7	9895
7	2185
7	715
7	9314
7	6432
7	29087
7	6515
7	9585
7	5920
7	80199
8	646531
8	439949
8	348995
8	100
8	161742
8	200895
8	27147
8	80095
8	4221
8	11183
8	5469
8	284695
8	29057
8	440704
8	57526
8	149603
8	6327
8	22993
8	11122
8	131616
8	6560
8	283078
8	145773
8	1602
8	10423
8	6096
8	158747
8	730525
8	1942
8	80309
8	90952
8	85456
8	1650
8	10869
8	51300
8	79095
8	716
8	10365
8	1316
8	6419
8	10717
8	10507
8	1376
8	1837
9	83877
9	8540
9	54076
9	5947
9	81605
9	256586
9	731950
9	55502
9	1462
9	159195
9	1294
9	26279
9	80224
9	92126
9	26471
9	23236
9	55092
9	10087
9	51060
9	3320
9	5629
9	3621
9	8460
9	51176
9	339122
9	3141
9	5396
9	10791
9	710
9	4330
9	56894
9	124790
9	478
9	84525
9	116173
10	23212
10	6817
10	5564
10	55914
10	10067
10	6319
10	147929
10	3759
10	8537
10	2800
10	221322
10	7813
10	643882
10	11311
10	84329
10	4139
10	63897
10	114882
10	7127
10	65125
10	8777
10	170463
10	988
10	404093
10	3313
10	23102
10	9413
10	66008
10	2745
10	5880
10	54915
10	444
10	1901
10	3915
10	6840
10	23116
10	8233
10	7076
10	158234
10	57468
10	51400
10	10212
10	392
10	199692
10	51673
10	340371
11	10052
11	29883
11	91304
11	203068
11	119392
11	1182
11	79628
11	57695
11	8936
11	50856
11	26353
11	51028
11	22854
11	4862
11	1008
11	134728
11	57466
11	387119
11	91801
11	9776
11	9530
11	3622
11	23299
11	7357
11	57551
11	2273
11	90441
11	22998
11	5781
11	23029
11	55670
11	10973
11	2224
11	55727
11	112398
11	6503
11	8337
11	27327
11	23499
11	57134
11	83667
11	133
11	7431
11	55062
11	25805
11	54407
11	22808
11	9516
11	51659
12	387700
12	4174
12	51324
12	57461
12	51096
12	4793
12	1069
12	4430
12	56945
12	84932
12	5018
12	206358
12	80829
12	5137
12	23335
12	5831
12	4292
12	81890
12	31
12	57685
12	131034
12	26146
12	2932
12	9166
12	122830
12	55244
12	54883
12	9360
12	7978
12	55149
12	57532
12	9926
12	10000
12	8774
12	55333
12	84915
