	de~LBD_DE_p62.txt	de~LBD_DE_pS65.txt	module.txt	module_de_LBD_DE_p62.txt	module_de_LBD_DE_pS65.txt	rowSum	cross
sp|P20916|MAG_HUMAN	0	0	1	0	0	1	False
sp|P21579|SYT1_HUMAN	0	0	1	0	0	1	False
sp|P21796|VDAC1_HUMAN	0	0	1	0	0	1	False
sp|P21926|CD9_HUMAN	0	0	1	0	0	1	False
sp|P22234|PUR6_HUMAN	0	0	1	0	0	1	False
sp|P23409|MYF6_HUMAN	0	0	1	0	0	1	False
sp|P24539|AT5F1_HUMAN	0	0	1	0	0	1	False
sp|P19021|AMD_HUMAN	0	0	1	0	0	1	False
sp|P18615|NELFE_HUMAN	0	0	1	0	0	1	False
sp|P12270|TPR_HUMAN	0	0	1	0	0	1	False
sp|P18507|GBRG2_HUMAN	0	0	1	0	0	1	False
sp|P12814-3|ACTN1_HUMAN	0	0	1	0	0	1	False
sp|P12814|ACTN1_HUMAN	0	0	1	0	0	1	False
sp|P13073|COX41_HUMAN	0	0	1	0	0	1	False
sp|P13647|K2C5_HUMAN	0	0	1	0	0	1	False
sp|P13796|PLSL_HUMAN	0	0	1	0	0	1	False
sp|P13797|PLST_HUMAN	0	0	1	0	0	1	False
sp|P14136-3|GFAP_HUMAN	0	0	1	0	0	1	False
sp|P14867|GBRA1_HUMAN	0	0	1	0	0	1	False
sp|P14927|QCR7_HUMAN	0	0	1	0	0	1	False
sp|P15880|RS2_HUMAN	0	0	1	0	0	1	False
sp|P16070-10|CD44_HUMAN	0	0	1	0	0	1	False
sp|P16298|PP2BB_HUMAN	0	0	1	0	0	1	False
sp|P16452|EPB42_HUMAN	0	0	1	0	0	1	False
sp|P16615|AT2A2_HUMAN	0	0	1	0	0	1	False
sp|P18507-2|GBRG2_HUMAN	0	0	1	0	0	1	False
sp|P02100|HBE_HUMAN	0	0	1	0	0	1	False
sp|P01042|KNG1_HUMAN	0	0	1	0	0	1	False
sp|Q15366-2|PCBP2_HUMAN	0	0	1	0	0	1	False
sp|O00499-10|BIN1_HUMAN	0	0	1	0	0	1	False
sp|O14490-2|DLGP1_HUMAN	0	0	1	0	0	1	False
sp|O14490-4|DLGP1_HUMAN	0	0	1	0	0	1	False
sp|O14490|DLGP1_HUMAN	0	0	1	0	0	1	False
sp|O14526|FCHO1_HUMAN	0	0	1	0	0	1	False
sp|O14576|DC1I1_HUMAN	0	0	1	0	0	1	False
sp|O14578-3|CTRO_HUMAN	0	0	1	0	0	1	False
sp|O14617-5|AP3D1_HUMAN	0	0	1	0	0	1	False
sp|O14617|AP3D1_HUMAN	0	0	1	0	0	1	False
sp|O14983|AT2A1_HUMAN	0	0	1	0	0	1	False
sp|O15034|RIMB2_HUMAN	0	0	1	0	0	1	False
sp|O15083|ERC2_HUMAN	0	0	1	0	0	1	False
sp|O15126|SCAM1_HUMAN	0	0	1	0	0	1	False
sp|O43143|DHX15_HUMAN	0	0	1	0	0	1	False
sp|O43166-2|SI1L1_HUMAN	0	0	1	0	0	1	False
sp|O43251-6|RFOX2_HUMAN	0	0	1	0	0	1	False
sp|O00499|BIN1_HUMAN	0	0	1	0	0	1	False
sp|O00445|SYT5_HUMAN	0	0	1	0	0	1	False
sp|O43526-4|KCNQ2_HUMAN	0	0	1	0	0	1	False
sp|O00445-2|SYT5_HUMAN	0	0	1	0	0	1	False
sp|A0A1B0GUS4|UB2L5_HUMAN	0	0	1	0	0	1	False
sp|A0M8Q6|IGLC7_HUMAN	0	0	1	0	0	1	False
sp|A1L390|PKHG3_HUMAN	0	0	1	0	0	1	False
sp|A5PKW4|PSD1_HUMAN	0	0	1	0	0	1	False
sp|A5YM72-3|CRNS1_HUMAN	0	0	1	0	0	1	False
sp|A6NF01|P121B_HUMAN	0	0	1	0	0	1	False
sp|A8K8V0|ZN785_HUMAN	0	0	1	0	0	1	False
sp|C9J069|AJM1_HUMAN	0	0	1	0	0	1	False
sp|C9JLW8|MCRI1_HUMAN	0	0	1	0	0	1	False
sp|O00160|MYO1F_HUMAN	0	0	1	0	0	1	False
sp|O00186|STXB3_HUMAN	0	0	1	0	0	1	False
sp|O00238|BMR1B_HUMAN	0	0	1	0	0	1	False
sp|O00291|HIP1_HUMAN	0	0	1	0	0	1	False
sp|O00299|CLIC1_HUMAN	0	0	1	0	0	1	False
sp|O00305|CACB4_HUMAN	0	0	1	0	0	1	False
sp|O43526-2|KCNQ2_HUMAN	0	0	1	0	0	1	False
sp|O43526|KCNQ2_HUMAN	0	0	1	0	0	1	False
sp|P01042-2|KNG1_HUMAN	0	0	1	0	0	1	False
sp|O94832|MYO1D_HUMAN	0	0	1	0	0	1	False
sp|O94967-3|WDR47_HUMAN	0	0	1	0	0	1	False
sp|O94973-2|AP2A2_HUMAN	0	0	1	0	0	1	False
sp|O94973|AP2A2_HUMAN	0	0	1	0	0	1	False
sp|O95164|UBL3_HUMAN	0	0	1	0	0	1	False
sp|O95298|NDUC2_HUMAN	0	0	1	0	0	1	False
sp|O95336|6PGL_HUMAN	0	0	1	0	0	1	False
sp|O95678|K2C75_HUMAN	0	0	1	0	0	1	False
sp|O95716|RAB3D_HUMAN	0	0	1	0	0	1	False
sp|O95741|CPNE6_HUMAN	0	0	1	0	0	1	False
sp|O95757|HS74L_HUMAN	0	0	1	0	0	1	False
sp|O95837|GNA14_HUMAN	0	0	1	0	0	1	False
sp|O95873|CF047_HUMAN	0	0	1	0	0	1	False
sp|O95886|DLGP3_HUMAN	0	0	1	0	0	1	False
sp|P00390-5|GSHR_HUMAN	0	0	1	0	0	1	False
sp|P01009|A1AT_HUMAN	0	0	1	0	0	1	False
sp|O94874|UFL1_HUMAN	0	0	1	0	0	1	False
sp|O94826|TOM70_HUMAN	0	0	1	0	0	1	False
sp|O43581|SYT7_HUMAN	0	0	1	0	0	1	False
sp|O75964|ATP5L_HUMAN	0	0	1	0	0	1	False
sp|O43639|NCK2_HUMAN	0	0	1	0	0	1	False
sp|O43674|NDUB5_HUMAN	0	0	1	0	0	1	False
sp|O43759|SNG1_HUMAN	0	0	1	0	0	1	False
sp|O43760|SNG2_HUMAN	0	0	1	0	0	1	False
sp|O43790|KRT86_HUMAN	0	0	1	0	0	1	False
sp|O43808|PM34_HUMAN	0	0	1	0	0	1	False
sp|O43822|CF410_HUMAN	0	0	1	0	0	1	False
sp|O43847|NRDC_HUMAN	0	0	1	0	0	1	False
sp|O60486|PLXC1_HUMAN	0	0	1	0	0	1	False
sp|O75363-2|BCAS1_HUMAN	0	0	1	0	0	1	False
sp|O75363|BCAS1_HUMAN	0	0	1	0	0	1	False
sp|O75369-8|FLNB_HUMAN	0	0	1	0	0	1	False
sp|O75390|CISY_HUMAN	0	0	1	0	0	1	False
sp|O75899|GABR2_HUMAN	0	0	1	0	0	1	False
sp|O75947|ATP5H_HUMAN	0	0	1	0	0	1	False
sp|P24723|KPCL_HUMAN	0	0	1	0	0	1	False
sp|P25398|RS12_HUMAN	0	0	1	0	0	1	False
sp|P25705-2|ATPA_HUMAN	0	0	1	0	0	1	False
sp|Q01814|AT2B2_HUMAN	0	0	1	0	0	1	False
sp|Q02539|H11_HUMAN	0	0	1	0	0	1	False
sp|Q02750|MP2K1_HUMAN	0	0	1	0	0	1	False
sp|Q03135|CAV1_HUMAN	0	0	1	0	0	1	False
sp|Q05469|LIPS_HUMAN	0	0	1	0	0	1	False
sp|Q05586-5|NMDZ1_HUMAN	0	0	1	0	0	1	False
sp|Q06830|PRDX1_HUMAN	0	0	1	0	0	1	False
sp|Q07866-6|KLC1_HUMAN	0	0	1	0	0	1	False
sp|Q07866-7|KLC1_HUMAN	0	0	1	0	0	1	False
sp|Q07955|SRSF1_HUMAN	0	0	1	0	0	1	False
sp|Q08462|ADCY2_HUMAN	0	0	1	0	0	1	False
sp|Q09019|DMWD_HUMAN	0	0	1	0	0	1	False
sp|Q09470|KCNA1_HUMAN	0	0	1	0	0	1	False
sp|Q09666|AHNK_HUMAN	0	0	1	0	0	1	False
sp|Q12874|SF3A3_HUMAN	0	0	1	0	0	1	False
sp|Q12888|TP53B_HUMAN	0	0	1	0	0	1	False
sp|Q02156|KPCE_HUMAN	0	0	1	0	0	1	False
sp|Q01814-2|AT2B2_HUMAN	0	0	1	0	0	1	False
sp|Q13123|RED_HUMAN	0	0	1	0	0	1	False
sp|Q00587|BORG5_HUMAN	0	0	1	0	0	1	False
sp|P62277|RS13_HUMAN	0	0	1	0	0	1	False
sp|P62424|RL7A_HUMAN	0	0	1	0	0	1	False
sp|P62701|RS4X_HUMAN	0	0	1	0	0	1	False
sp|P62834|RAP1A_HUMAN	0	0	1	0	0	1	False
sp|P62888|RL30_HUMAN	0	0	1	0	0	1	False
sp|P63244|RACK1_HUMAN	0	0	1	0	0	1	False
sp|P69892|HBG2_HUMAN	0	0	1	0	0	1	False
sp|P78352|DLG4_HUMAN	0	0	1	0	0	1	False
sp|P78385|KRT83_HUMAN	0	0	1	0	0	1	False
sp|P80723|BASP1_HUMAN	0	0	1	0	0	1	False
sp|P82979|SARNP_HUMAN	0	0	1	0	0	1	False
sp|P84095|RHOG_HUMAN	0	0	1	0	0	1	False
sp|P84103|SRSF3_HUMAN	0	0	1	0	0	1	False
sp|Q00325-2|MPCP_HUMAN	0	0	1	0	0	1	False
sp|Q00325|MPCP_HUMAN	0	0	1	0	0	1	False
sp|Q12965|MYO1E_HUMAN	0	0	1	0	0	1	False
sp|Q13224|NMDE2_HUMAN	0	0	1	0	0	1	False
sp|P25705|ATPA_HUMAN	0	0	1	0	0	1	False
sp|Q14156|EFR3A_HUMAN	0	0	1	0	0	1	False
sp|Q14247|SRC8_HUMAN	0	0	1	0	0	1	False
sp|Q14257-2|RCN2_HUMAN	0	0	1	0	0	1	False
sp|Q14257|RCN2_HUMAN	0	0	1	0	0	1	False
sp|Q14533|KRT81_HUMAN	0	0	1	0	0	1	False
sp|Q14677-2|EPN4_HUMAN	0	0	1	0	0	1	False
sp|Q14677|EPN4_HUMAN	0	0	1	0	0	1	False
sp|Q14847|LASP1_HUMAN	0	0	1	0	0	1	False
sp|Q14980-2|NUMA1_HUMAN	0	0	1	0	0	1	False
sp|Q14980|NUMA1_HUMAN	0	0	1	0	0	1	False
sp|Q14982-3|OPCM_HUMAN	0	0	1	0	0	1	False
sp|Q14982|OPCM_HUMAN	0	0	1	0	0	1	False
sp|Q15063-6|POSTN_HUMAN	0	0	1	0	0	1	False
sp|Q15084|PDIA6_HUMAN	0	0	1	0	0	1	False
sp|Q15111|PLCL1_HUMAN	0	0	1	0	0	1	False
sp|Q15233|NONO_HUMAN	0	0	1	0	0	1	False
sp|Q14247-2|SRC8_HUMAN	0	0	1	0	0	1	False
sp|Q14103-2|HNRPD_HUMAN	0	0	1	0	0	1	False
sp|Q13367|AP3B2_HUMAN	0	0	1	0	0	1	False
sp|Q14003|KCNC3_HUMAN	0	0	1	0	0	1	False
sp|Q13409-2|DC1I2_HUMAN	0	0	1	0	0	1	False
sp|Q13409-7|DC1I2_HUMAN	0	0	1	0	0	1	False
sp|Q13409|DC1I2_HUMAN	0	0	1	0	0	1	False
sp|Q13418|ILK_HUMAN	0	0	1	0	0	1	False
sp|Q13438-2|OS9_HUMAN	0	0	1	0	0	1	False
sp|Q13459|MYO9B_HUMAN	0	0	1	0	0	1	False
sp|Q13634|CAD18_HUMAN	0	0	1	0	0	1	False
sp|Q13683-7|ITA7_HUMAN	0	0	1	0	0	1	False
sp|Q13683|ITA7_HUMAN	0	0	1	0	0	1	False
sp|Q13822-2|ENPP2_HUMAN	0	0	1	0	0	1	False
sp|Q13822-3|ENPP2_HUMAN	0	0	1	0	0	1	False
sp|Q13822|ENPP2_HUMAN	0	0	1	0	0	1	False
sp|Q13875-4|MOBP_HUMAN	0	0	1	0	0	1	False
sp|Q13875|MOBP_HUMAN	0	0	1	0	0	1	False
sp|Q13938|CAYP1_HUMAN	0	0	1	0	0	1	False
sp|P62269|RS18_HUMAN	0	0	1	0	0	1	False
sp|P62249|RS16_HUMAN	0	0	1	0	0	1	False
sp|P61421|VA0D1_HUMAN	0	0	1	0	0	1	False
sp|P35241-2|RADI_HUMAN	0	0	1	0	0	1	False
sp|P35268|RL22_HUMAN	0	0	1	0	0	1	False
sp|P35611-2|ADDA_HUMAN	0	0	1	0	0	1	False
sp|P35611|ADDA_HUMAN	0	0	1	0	0	1	False
sp|P35612|ADDB_HUMAN	0	0	1	0	0	1	False
sp|P35637|FUS_HUMAN	0	0	1	0	0	1	False
sp|P35659|DEK_HUMAN	0	0	1	0	0	1	False
sp|P35749-3|MYH11_HUMAN	0	0	1	0	0	1	False
sp|P35749|MYH11_HUMAN	0	0	1	0	0	1	False
sp|P36543|VATE1_HUMAN	0	0	1	0	0	1	False
sp|P36957|ODO2_HUMAN	0	0	1	0	0	1	False
sp|P37235|HPCL1_HUMAN	0	0	1	0	0	1	False
sp|P39656|OST48_HUMAN	0	0	1	0	0	1	False
sp|P39748|FEN1_HUMAN	0	0	1	0	0	1	False
sp|P40818|UBP8_HUMAN	0	0	1	0	0	1	False
sp|P40939|ECHA_HUMAN	0	0	1	0	0	1	False
sp|P35241|RADI_HUMAN	0	0	1	0	0	1	False
sp|P35232|PHB_HUMAN	0	0	1	0	0	1	False
sp|P61266|STX1B_HUMAN	0	0	1	0	0	1	False
sp|P32418|NAC1_HUMAN	0	0	1	0	0	1	False
sp|P26232-2|CTNA2_HUMAN	0	0	1	0	0	1	False
sp|P26232-6|CTNA2_HUMAN	0	0	1	0	0	1	False
sp|P26232|CTNA2_HUMAN	0	0	1	0	0	1	False
sp|P26583|HMGB2_HUMAN	0	0	1	0	0	1	False
sp|P27797|CALR_HUMAN	0	0	1	0	0	1	False
sp|P27816|MAP4_HUMAN	0	0	1	0	0	1	False
sp|P27987|IP3KB_HUMAN	0	0	1	0	0	1	False
sp|P30154|2AAB_HUMAN	0	0	1	0	0	1	False
sp|P30531|SC6A1_HUMAN	0	0	1	0	0	1	False
sp|P30876|RPB2_HUMAN	0	0	1	0	0	1	False
sp|P31939|PUR9_HUMAN	0	0	1	0	0	1	False
sp|P31943|HNRH1_HUMAN	0	0	1	0	0	1	False
sp|P31949|S10AB_HUMAN	0	0	1	0	0	1	False
sp|P32418-3|NAC1_HUMAN	0	0	1	0	0	1	False
sp|P32418-5|NAC1_HUMAN	0	0	1	0	0	1	False
sp|P41236|IPP2_HUMAN	0	0	1	0	0	1	False
sp|P41252|SYIC_HUMAN	0	0	1	0	0	1	False
sp|P41594-2|GRM5_HUMAN	0	0	1	0	0	1	False
sp|P41594|GRM5_HUMAN	0	0	1	0	0	1	False
sp|P51610|HCFC1_HUMAN	0	0	1	0	0	1	False
sp|P51692|STA5B_HUMAN	0	0	1	0	0	1	False
sp|P51858-3|HDGF_HUMAN	0	0	1	0	0	1	False
sp|P51858|HDGF_HUMAN	0	0	1	0	0	1	False
sp|P52566|GDIR2_HUMAN	0	0	1	0	0	1	False
sp|P53396-2|ACLY_HUMAN	0	0	1	0	0	1	False
sp|P53816|PLAT3_HUMAN	0	0	1	0	0	1	False
sp|P54652|HSP72_HUMAN	0	0	1	0	0	1	False
sp|P54764|EPHA4_HUMAN	0	0	1	0	0	1	False
sp|P55268|LAMB2_HUMAN	0	0	1	0	0	1	False
sp|P57723|PCBP4_HUMAN	0	0	1	0	0	1	False
sp|P60903|S10AA_HUMAN	0	0	1	0	0	1	False
sp|P61163|ACTZ_HUMAN	0	0	1	0	0	1	False
sp|P61224|RAP1B_HUMAN	0	0	1	0	0	1	False
sp|P61254|RL26_HUMAN	0	0	1	0	0	1	False
sp|P51610-4|HCFC1_HUMAN	0	0	1	0	0	1	False
sp|P51178|PLCD1_HUMAN	0	0	1	0	0	1	False
sp|P49802|RGS7_HUMAN	0	0	1	0	0	1	False
sp|P43405|KSYK_HUMAN	0	0	1	0	0	1	False
sp|P42167|LAP2B_HUMAN	0	0	1	0	0	1	False
sp|P42261|GRIA1_HUMAN	0	0	1	0	0	1	False
sp|P42262|GRIA2_HUMAN	0	0	1	0	0	1	False
sp|P42263-2|GRIA3_HUMAN	0	0	1	0	0	1	False
sp|P42263|GRIA3_HUMAN	0	0	1	0	0	1	False
sp|P42566|EPS15_HUMAN	0	0	1	0	0	1	False
sp|P47736-4|RPGP1_HUMAN	0	0	1	0	0	1	False
sp|P49802-2|RGS7_HUMAN	0	0	1	0	0	1	False
sp|P47870-1|GBRB2_HUMAN	0	0	1	0	0	1	False
sp|P47870|GBRB2_HUMAN	0	0	1	0	0	1	False
sp|P48059|LIMS1_HUMAN	0	0	1	0	0	1	False
sp|P48444|COPD_HUMAN	0	0	1	0	0	1	False
sp|P48634|PRC2A_HUMAN	0	0	1	0	0	1	False
sp|P49354|FNTA_HUMAN	0	0	1	0	0	1	False
tr|X6R8W7|X6R8W7_HUMAN	0	0	1	0	0	1	False
