alias_previous_symbol	index
RP11-413M3.2	6615
ZIM17	6615
bA413M3.2	6615
TIMM15	6615
HEP	6615
DNM	6616
DRP1	6617
DVLP	6617
HDYNIV	6617
DYMPLE	6617
VPS1	6617
DNM1DN5	6618
DNM1DN5@	6618
DNM1DN9@	6619
DNM1DN9	6619
DNM1DN9-1	6619
DNM1DN17	6620
DNM1DN17@	6620
DNM1DN18	6621
DNM1DN19	6622
DNM1DN15@	6623
DNM1DN15-1	6623
DNM1DN15@	6624
DNM1DN15-3	6624
DNM1DN16@	6625
DNM1DN16-1	6625
DNM1DN16@	6626
DNM1DN16-3	6626
DNM1DN3@	6627
DNM1DN3-1	6627
DNM1DN3-3	6627
DNM1DN3@	6628
DNM1DN3-2	6628
DNM1DN3@	6629
DNM1DN4@	6629
DNM1DN3-4	6629
DNM1DN4-3	6629
DNM1DN4@	6630
DNM1DN4-2	6630
DNM1DN4@	6631
DNM1DN4-5	6631
DNM1DN7@	6632
DNM1DN7-2	6632
DNM1DN8@	6633
DNM1DN8-1	6633
DNM1DN8-5	6633
DNM1DN8@	6634
DNM1DN8-2	6634
DNM1DN8@	6635
DNM1DN8-3	6635
DNM1DN10@	6636
DNM1DN10-1	6636
DNM1DN10@	6637
DNM1P42	6637
DNM1DN11@	6637
DNM1DN10-2	6637
DNM1DN11-8	6637
DNM1DN11@	6638
DNM1DN11-3	6638
DNM1DN11@	6639
DNM1DN11-5	6639
DNM1DN11@	6640
DNM1DN11-6	6640
DNM1DN11@	6641
DNM1DN11-10	6641
DNM1DN11@	6642
DNM1DN11-13	6642
DNM1DN12@	6643
DNM1DN12-2	6643
DNM1DN14@	6644
C15orf51	6644
DNM1DN14.2	6644
FLJ45937	6644
DKFZp434I1020	6644
DNM1DN14@	6645
DNM1DN14-3	6645
DNM1DN8@	6647
DYNII	6650
DYN2	6650
CMTDIB	6650
CMTDI1	6650
DI-CMTB	6650
CMT2M	6650
KIAA0820	6651
DNM3-AS1	6653
MIR199A2HG	6653
KIAA1010	6654
Tuba	6654
ARHGEF36	6654
NCRNA00093	6655
FLJ40792	6655
bA287G8.2	6655
DNMT	6656
MCMT	6656
CXXC9	6656
MGC1090	6660
DAP	6662
ASPEP	6662
C6orf108	6663
rcl	6663
dJ330M21.3	6663
TDT	6664
C20orf167	6665
dJ447F3.4	6665
Tdif1	6665
HSU15552	6666
ERBP	6666
TdIF2	6666
DOC2BL	6668
DOCK180	6670
ced5	6670
KIAA0209	6671
KIAA0299	6672
MOCA	6672
PBP	6672
FLJ34238	6673
KIAA0716	6673
FLJ21034	6675
KIAA1395	6676
ZIR1	6676
KIAA1771	6677
ZIR2	6677
FLJ00026	6678
FLJ00152	6678
ZIR8	6678
FLJ00346	6678
C9orf66	6679
FLJ31158	6679
KIAA1058	6680
ZIZ1	6680
DOCK9-AS2	6682
ZIZ3	6683
KIAA0694	6683
FLJ32122	6684
FLJ43653	6684
ZIZ2	6684
ACG	6684
HLRC1	6686
MGC4293	6686
p62dok	6687
p56dok-2	6688
Dok-2	6688
FLJ22570	6689
FLJ10488	6690
C20orf180	6691
dJ805C22.1	6691
DOK5L	6692
MGC20785	6692
HsT3226	6692
C4orf25	6693
FLJ33718	6693
FLJ39137	6693
Dok-7	6693
TMEM15	6694
KIAA1094	6694
DK1	6694
LSFR2	6695
C21orf60	6696
B17	6696
C2TA	6696
DKFZP434M035	6696
KIAA1117	6697
DOPEY1	6697
dJ202D23.2	6697
C21orf5	6698
DOPEY2	6698
KIAA0933	6698
KIAA1814	6699
DOT1	6699
KMT4	6699
DPAGT2	6700
DPAGT	6700
GPT	6700
D11S366	6700
DGPT	6700
ALG7	6700
CDG-Ij	6700
DKFZP566F084	6701
RP11-529I10.4	6701
neuro-d4	6706
NEUD4	6706
BAF45b	6706
REQ	6707
ubi-d4	6707
BAF45d	6707
cer-d4	6708
Cerd4	6708
FLJ14079	6708
BAF45c	6708
DPH2L	6709
DPH2L1	6709
OVCA1	6709
DPH2L2	6710
ZCSL2	6711
DESR1	6711
DELGIP1	6711
MGC20197	6711
KTI11	6711
DELGIP	6711
DPH3A	6711
C20orf143	6712
ZCSL1	6712
DPH3B	6712
dJ885L7.5	6712
CGI-30	6714
ATPBD4	6715
MGC14798	6715
ATPBD4-AS1	6716
DPH6-AS1	6716
C9orf112	6717
WDR85	6717
FLJ90634	6717
RRT2	6717
MPDS	6718
CDGIE	6718
MGC21559	6719
MGC111193	6719
MGC34275	6720
MGC125904	6720
MGC125905	6720
CD26	6724
ADCP2	6724
DPPIV	6724
DPPX	6726
DPL1	6726
DPPII	6727
DPP2	6727
DP8	6728
DPRP1	6728
MSTP141	6728
FLJ14920	6728
FLJ20283	6728
MGC26191	6728
DPRP3	6731
DPL2	6731
DPPY	6731
BC032913	6732
PESCRG1	6735
CT100	6735
Stella	6740
Pgc7	6740
STELLAR	6742
FLJ10713	6744
Esg1	6746
KIAA0877	6760
THC1072510	6762
FLJ32949	6763
SPATA34	6763
DKFZp434E092	6765
FLJ36166	6765
IMAGE:5295327	6767
Saf19	6773
HDPY-30	6773
Cps25	6773
DPD	6774
DHPase	6778
DRP-2	6779
DHPRP2	6779
CRMP2	6779
DRP2	6779
DRP-3	6780
ULIP	6780
CRMP4	6780
ULIP4	6781
DRP-4	6781
CRMP3	6781
CRMP5	6782
Ulip6	6782
CRMP-5	6782
CRAM	6782
CV2	6782
FLJ23757	6783
NC2-BETA	6784
NC2B	6784
NCB2	6784
FLJ11259	6786
DRAM	6786
TMEM77	6787
MGC54289	6787
PRO180	6787
WWFQ154	6787
RP5-1180E21.1	6787
NC2-alpha	6788
C1orf187	6789
FLJ34999	6789
Neucrin	6789
C2orf39	6791
CCDC164	6791
MGC16372	6791
FLJ32660	6791
CILD21	6791
LRRC48	6792
DKFZP586M1120	6792
CFAP134	6792
C16orf50	6793
CCDC135	6793
DKFZp434I099	6793
FAP50	6793
CFAP50	6793
DRD1L2	6798
DRD1B	6798
NEDD3	6801
PRRXL1	6804
DRG11	6804
C22orf43	6805
RNASEN	6806
RNASE3L	6806
Etohi2	6806
HSA242976	6806
RN3	6806
CDHF1	6808
DSC3	6809
CDHF2	6809
DSC4	6810
CDHF3	6810
DSC	6810
DSC1	6810
DSC2	6810
CHD2-42	6811
CHD2-52	6811
M41	6812
KIAA1132	6814
DCC1	6816
hDCC1	6816
MGC5528	6816
DCRB	6817
C21orf65	6819
MTAG2	6819
CT25.1a	6819
CT25.1b	6819
MMA-1a	6819
MMA-1b	6819
NCRNA00038	6820
SART2	6822
DSEPI	6822
DS-Epi1	6822
C18orf4	6823
NCAG1	6823
FLJ11477	6823
DE-epi2	6823
DSG	6824
CDHF4	6824
CDHF5	6826
CDHF6	6828
CDHF13	6829
LAH	6829
C20orf172	6830
dJ469A13.2	6830
MIS13	6830
KNL3	6830
hKNL-3	6830
KPPS2	6831
PPKS2	6831
DPI	6831
DPII	6831
DFNA39	6832
DGI1	6832
DMP3	6832
BPAG1	6833
BP240	6833
KIAA0728	6833
FLJ21489	6833
FLJ13425	6833
FLJ32235	6833
FLJ30627	6833
CATX-15	6833
BPA	6833
MACF2	6833
ADF	6835
ACTDP	6835
RIPK5	6841
SPG23	6841
KIAA0472	6841
DustyPK	6841
RIP5	6841
C20orf88	6842
HARS2	6842
DUEB	6842
MGC119131	6842
MGC41905	6842
bA379J5.3	6842
bA555E18.1	6842
pqn-68	6842
C14orf126	6844
MGC9912	6844
FLJ16686	6845
RAMP	6846
L2DTL	6846
DCAF2	6846
CDT2	6846
D18S892E	6847
DTN	6847
DTN-1	6847
DTN-2	6847
DTN-3	6847
DRP3	6847
Dysbindin	6850
My031	6850
HPS7	6850
DBND	6850
BLOC1S8	6850
MDS009	6851
MGC111207	6851
FLJ33977	6852
hDx-1	6853
RNF140	6853
RNF58	6854
KIAA1528	6854
FLJ34766	6857
RNF154	6857
BBAP	6858
RNF143	6858
KIAA0937	6859
RNF155	6859
CDC8	6860
TYMK	6860
TMPK	6860
LINC00883	6861
NOXEF1	6862
THOX1	6862
LNOX1	6862
P138-TOX	6863
P138(TOX)	6863
THOX2	6863
LNOX2	6863
FLJ32334	6864
NUMBIP	6864
NIP	6864
mol	6864
PP3111	6866
DUS1	6866
DUS2L	6867
FLJ20399	6867
SMM1	6867
DUS3	6868
FLJ13896	6868
PP35	6869
DUS4	6869
PTPN10	6871
HVH1	6871
CL100	6871
MKP-1	6871
PAC-1	6872
VHR	6873
HVH2	6874
MKP-2	6874
TYP	6874
HVH3	6875
DUSP5P	6876
FLJ34941	6876
MKP-3	6878
PYST1	6878
MKP-X	6879
PYST2	6879
C11orf81	6880
HVH-5	6880
HB5	6880
FLJ42958	6880
DUSP8P	6881
DUSP8P3	6881
DUSPP	6881
HVH4	6881
DUSP8P4	6882
MKP-4	6884
MKP4	6884
MKP-5	6885
MKP5	6885
PIR1	6886
YVH1	6887
DUSP1	6887
BEDP	6889
TMDP	6889
FLJ32450	6889
DUSP13A	6889
DUSP13B	6889
MKP-L	6890
MKP6	6890
C20orf57	6891
bA243J16.6	6891
VHY	6891
FLJ20645	6891
bA243J16.5	6891
MKP-7	6892
KIAA1700	6892
MKP7	6892
DUSP20	6893
SKRP1	6894
DUSP17	6894
MKPX	6896
JSP1	6896
JKAP	6896
VHX	6896
FLJ20442	6897
DUSP25	6897
MGC1136	6898
DUSP24	6898
NEAP	6898
VHP	6899
DUSP26	6899
DUPD1	6900
DUSP27	6900
dUTPase	6901
DUTL	6902
DUX4	6913
DUX2	6920
DUX10	6922
DUXY1	6928
DUXY3	6929
DUXY2	6930
DUXY4	6931
LINC01296	6974
FLJ39632	6974
lncRNA-CTD903	6974
LNMAT1	6974
DVL1L1	6980
DVL-22	6980
KIAA0208	6982
DOM3Z	6983
bA36D19.5	6984
DPY30D1	6984
bA36D19.6	6985
MGC16186	6985
FLJ20071	6986
DMC	6986
SMC	6986
C18orf26	6987
FLJ39106	6987
DNECL	6988
DNCL	6988
DNCH1	6988
Dnchc1	6988
HL-3	6988
p22	6988
DHC1	6988
CMT2O	6988
DNCI1	6989
DNCIC1	6989
DNCI2	6990
DIC74	6990
DNCLI1	6992
DNCLI2	6993
DNCH2	6994
hdhc11	6994
DHC2	6994
DHC1b	6994
DYH1B	6994
WDR60	6995
FLJ10300	6995
FAP163	6995
CFAP163	6995
DIC6	6995
WDR34	6996
DIC5	6996
MGC20486	6996
bA216B9.3	6996
FAP133	6996
CFAP133	6996
D2LIC	6997
LIC3	6997
CGI-60	6997
DKFZP564A033	6997
DNCL1	6998
hdlc1	6998
DLC1	6998
PIN	6998
LC8	6998
DLC8	6998
DNCL1P1	6999
DNCL1P2	7000
MGC17810	7006
Dlc2	7006
DNCL1B	7006
RSPH22	7006
DNCL2A	7007
DNLC2A	7007
ROBLD1	7007
DNCL2B	7008
DNLC2B	7008
ROBLD2	7008
TCTEL1	7009
TCTE1L	7010
TCTEX1L	7010
TCTE1P	7011
dJ531H16.2	7011
DYRK1	7013
DYRK	7013
MNBH	7013
MIRK	7014
RED	7016
REDK	7016
hYAK3-2	7016
LGMD2B	7019
FER1L1	7019
C20orf84	7021
C20orf12	7021
FLJ10600	7021
dJ568F9.2	7021
FLJ30892	7021
bA189K21.8	7021
ANKRD64	7021
KIAA0996	7022
DZIP	7022
FLJ32844	7023
DZIP2	7023
hRUL138	7024
PPP1R66	7024
RBBP3	7025
RBP3	7025
E2F-2	7026
E2F-4	7031
E2F-6	7034
FLJ23311	7040
E4F	7041
BM040	7044
TRAITS	7044
U19	7044
C14orf11	7045
BM036	7045
FLJ20578	7045
KIAA1970	7046
MSE1	7046
mtGlnRS	7046
EB9	7047
RCAS1	7047
EBF	7049
OLF1	7049
COE1	7049
FLJ11500	7050
COE2	7050
COE3	7051
DKFZp667B0210	7051
KIAA1442	7052
COE4	7052
RP5-860F19.3	7052
O/E-4	7052
IL27B	7053
IL35B	7053
EBLN3	7056
LOC100506710	7056
NOBP	7057
EBP2	7057
P40	7057
CDPX2	7058
CPX	7058
CPXD	7058
CHO2	7058
EBRP	7059
hSGT1	7062
GCR2	7062
ECE	7063
KIAA0604	7065
MGC2408	7065
XCE	7066
DINE	7066
ECEL2	7068
HPXEL	7070
dJ351K20.2	7071
FLJ10948	7072
FLJ20909	7073
SCEH	7074
DCI	7075
PECI	7076
ACBD2	7076
DRS1	7076
HCA88	7076
KIAA0368	7082
FLJ22036	7082
ECM29	7082
C2orf40	7083
augurin	7083
ECSM2	7084
ARIA	7084
SITPEC	7085
ARHGEF31	7086
C6orf91	7087
ARHGEF32	7087
FBXO49	7087
LFDH	7087
ED1	7088
EDA2	7088
ODT1	7088
EDA1	7088
XLHED	7088
HED	7088
XHED	7088
ED1-A1	7088
ED1-A2	7088
EDA-A1	7088
EDA-A2	7088
XEDAR	7089
EDA-A2R	7089
EDAA2R	7089
TNFRSF27	7089
ED3	7090
DL	7090
ED5	7090
EDA3	7090
ED1R	7090
EDA1R	7090
YJDC	7092
FLJ21128	7092
hYjeF_N2-15q23	7092
YJEFN2	7092
LSM16	7092
RCD-8	7093
Ge-1	7093
HEDLS	7093
FAM12A	7094
HE3-ALPHA	7094
FAM12B	7095
HE3-BETA	7095
FAM12CP	7096
HE3-GAMMA	7096
KIAA0212	7099
EDEM	7099
C20orf49	7100
C20orf31	7100
FLJ10783	7100
bA4204.1	7100
C1orf22	7101
EDF-1	7102
CFAP280	7102
DEL1	7103
ET1	7105
ET2	7106
ET3	7107
ET-A	7108
ETA-R	7108
hET-AR	7108
HSCR2	7109
HSCR	7109
ETB	7109
C10orf137	7111
DKFZp586F1019	7111
FLJ21617	7111
ZFYVE2	7114
WAIT-1	7115
HEED	7115
EF1A	7116
EEF1A	7116
LENG7	7116
EE1A1	7116
EEF1A1P	7117
EEF1AL	7119
EEF1AL1	7119
EEF1AL2	7120
EEF1AL3	7121
EEF1AL4	7122
EEF1AL5	7123
EEF1AL6	7124
EEF1AL7	7125
EEF1AL8	7126
EEF1AL9	7127
EEF1AL10	7128
EEF1AL11	7129
EEF1AL12	7130
EEF1AL13	7131
EEF1A3	7159
STNL	7160
STN	7160
EEF1AL	7160
HS1	7160
N6AMT2	7161
C10orf138	7162
METTL10	7162
Efm4	7162
FAM119B	7163
METTL21B	7163
DKFZP586D0919	7163
KIAA0859	7166
METTL13	7166
DFNM1	7166
CGI-01	7166
FEAT	7166
EEF1B1	7168
EEF1B	7169
EEF1B3	7169
BETA-3	7169
EEF-1BETA5A	7169
EEF-1	7169
EEF1B4	7170
EF-1D	7176
FLJ20897	7176
FLJ26697	7180
P18	7185
AIMP3	7185
EF1G	7188
EF2	7197
EEF-2	7197
eEF-2K	7198
CaMKIII	7198
FAM86A	7199
SB153	7199
MGC19636	7199
EFM3	7199
SELB	7200
EFSEC	7200
KIAA1706	7201
FLJ11767	7202
MGC12458	7203
DRC8	7203
CFAP200	7203
FLJ25818	7204
FLJ46247	7205
FLJ23588	7206
DJBP	7206
HSCBCIP1	7206
KIAA1672	7206
dJ185D5.1	7206
CITF22-123F2.1	7207
KIAA1799	7208
RP4-534K7.1	7208
C14orf143	7212
C3orf25	7213
C17orf57	7214
FLJ40342	7214
KIAA0494	7215
KIAA0494-AS1	7216
C3orf73	7219
CCDC48	7219
FLJ12057	7219
DHRD	7220
FBNL	7220
S1-5	7220
FBLN3	7220
MTLV	7220
FBLN4	7221
UPH1	7221
FLJ25200	7222
CFAP21	7222
EJM1	7223
EJM	7223
FLJ10466	7223
RIB72	7223
POC9	7223
MRX74	7224
FLJ22843	7224
FLJ13612	7225
MGC4342	7226
EFTUD1	7227
FLJ13119	7227
FAM42A	7227
HsT19294	7227
RIA1	7227
FAM42B	7228
EFTUD1P1	7228
HsT19321	7228
EFTUD1P2	7229
TNFAIP4	7230
EPLG1	7230
LERK1	7230
ECKLG	7230
GMAN	7230
EPLG6	7231
ELF-1	7231
LERK6	7231
EPLG3	7232
LERK3	7232
Ehk1-L	7232
EPLG4	7233
LERK4	7233
EPLG7	7234
AF1	7234
LERK7	7234
EPLG2	7235
CFNS	7235
LERK2	7235
Elk-L	7235
EPLG5	7236
LERK5	7236
Htk-L	7236
HTKL	7236
MGC126226	7236
MGC126227	7236
MGC126228	7236
EPLG8	7237
LERK-8	7237
KIAA0143	7238
KIAA0953	7239
FLJ37871	7239
EFS2	7240
EFS1	7240
HEFS	7240
SIN	7240
CASS3	7240
U5-116KD	7241
Snrp116	7241
Snu114	7241
SNRNP116	7241
C3orf50	7243
NCRNA00259	7243
MAEG	7244
ZNEU1	7245
C6orf8	7246
NG3	7246
FLJ39155	7247
AGRINL	7247
AGRNL	7247
PIKA	7247
lncRNA-LOWEG	7248
CTD-2108O9.1	7248
ERBB	7252
ERBB1	7252
Lnc-EGFR	7254
C1orf12	7255
SM-20	7255
PHD2	7255
ZMYND6	7255
HIFPH2	7255
PHD1	7257
HIFPH1	7257
PHD3	7258
HIFPH3	7258
EGO	7261
NCRNA00190	7261
TIS8	7262
G0S30	7262
NGFI-A	7262
KROX-24	7262
ZIF-268	7262
AT225	7262
ZNF225	7262
KROX20	7263
PILOT	7264
NGFI-C	7265
PAT133	7265
KIAA0903	7266
NACSIN	7266
DKFZp762C186	7267
TANGERIN	7267
PAST1	7268
H-PAST	7268
HPAST1	7268
FLJ42622	7268
FLJ44618	7268
PAST2	7269
PAST3	7270
PAST4	7271
ESE3	7273
ESEJ	7273
ECHD	7274
EHMT1-IT1	7276
Eu-HMTase1	7276
FLJ12879	7276
KIAA1876	7276
bA188C12.1	7276
KMT1D	7276
FLJ40292	7276
C6orf30	7277
BAT8	7277
G9A	7277
Em:AF134726.3	7277
NG36/G9a	7277
KMT1C	7277
PIG8	7279
TP53I8	7279
EPG4	7279
C15orf3	7285
CRI1	7285
EID-1	7285
CRI2	7286
EID-2	7286
MGC20452	7286
EID-3	7287
FLJ38944	7287
FLJ25832	7288
NSMCE4B	7288
NSE4B	7288
EIF-1	7289
ISO1	7289
A121	7289
SUI1	7289
EIF1A	7289
MGC11102	7290
haponin	7290
EIF4C	7291
EIF1A	7291
eIF-1A	7291
eIF-4C	7291
EIF1AP1	7293
GC20	7296
FLJ33065	7297
EIF-2A	7305
HRI	7306
KIAA1369	7306
PRKR	7307
PKR	7307
EIF2AK1	7307
PPP1R83	7307
PEK	7308
PERK	7308
GCN2	7310
KIAA1338	7310
EIF2B	7315
EIF-2Balpha	7315
EIF-2B	7315
EIF2BA	7315
EIF2B	7316
EIF-2Bbeta	7316
EIF2Bgamma	7317
EIF-2B	7317
EIF2Bdelta	7318
EIF-2B	7318
DKFZP586J0119	7318
EIF2B	7318
EIF2Bepsilon	7319
EIF-2B	7319
LGTN	7320
EIF2	7321
EIF-2alpha	7321
EIF2A	7321
EIF2	7322
EIF2beta	7322
PPP1R67	7322
EIF2S2P	7323
bcm2636	7324
EIF2G	7330
EIF2gamma	7330
EIF2	7330
eIF2gA	7331
eIF-2-gamma2	7331
EIF3	7332
EIF3S10	7332
eIF3-theta	7332
eIF3-p170	7332
KIAA0139	7332
TIF32	7332
EIF3S9	7333
PRT1	7333
EIF3S8	7334
eIF3-p110	7334
EIF3S7	7336
eIF3-p66	7336
eIF3-zeta	7336
INT6	7337
EIF3S6	7337
eIF3-p48	7337
INT6P1	7338
EIF3S6P1	7338
EIF3EP	7338
EIF3S5	7342
eIF3-epsilon	7342
eIF3-p47	7342
EIF3S5P	7343
EIF3FP	7343
IFP38	7344
EIF3S4	7346
eIF3-delta	7346
eIF3-p44	7346
EIF3S3	7347
eIF3-gamma	7347
eIF3-p40	7347
EIF3S2	7348
TRIP-1	7348
eIF3-beta	7348
eIF3-p36	7348
RG208K23	7349
EIF3S1	7350
eIF3-p35	7350
eIF3-alpha	7350
EIF3J-AS1	7351
EIF3S12	7353
PRO1474	7353
HSPC029	7353
PTD001	7353
PLAC-24	7353
M9	7353
ARG134	7353
EIF3S6IP	7357
EIF3EIP	7357
HSPC021	7357
HSPC025	7357
EIF3S11	7357
EIF3S6IPP	7358
EIF3EIPP1	7358
EIF3S6IPP2	7359
EIF3EIPP2	7359
PCID1	7361
hfl-B5	7361
FLJ29030	7361
GA17	7361
TANGO7	7361
EIF4A	7363
DDX2A	7363
EIF-4A	7363
EIF4A1P	7364
EIF4F	7377
DDX2B	7377
EIF4A	7377
BM-010	7377
DDX48	7383
KIAA0111	7383
EIF4AIII	7383
Fal1	7383
EIF4BP	7386
EIF4EL1	7395
EIF4F	7395
EIF4E1	7395
FLJ36951	7396
EIF4EL3	7397
IF4e	7397
4EHP	7397
EIF4EL4	7398
dJ1049G11.3	7398
MGC39820	7400
PHAS-I	7401
4E-BP1	7401
EIF4EBP1P	7402
EIF4EBP2P	7405
dJ862K6.3	7405
4E-BP3	7408
4E-T	7409
FLJ21601	7409
Clast4	7409
2610509L04Rik	7409
EIF4EL2	7410
dJ1022P6.3	7410
EIF4G	7415
EIF4F	7415
p220	7415
PARK18	7415
DAP5	7416
NAT1	7416
p97	7416
eIF4GII	7417
WBSCR1	7418
WSCR1	7418
KIAA0038	7418
EIF5A1	7422
EIF-5A	7422
MGC99547	7422
MGC104255	7422
EIF5AP1	7425
bA342M3.3	7425
EIF5AL3	7428
IF2	7429
KIAA0741	7429
DKFZp434I036	7429
FLJ10524	7429
EIF3A	7432
ITGB4BP	7432
p27BBP	7432
b(2)gcn	7432
TSSC1	7433
EIPR-1	7433
TSSC1-IT1	7434
D29	7435
FLJ10530	7436
HPC2	7436
ELA2	7437
NE	7437
HNE	7437
HLE	7437
KIAA1324	7438
maba1	7438
EIG121	7438
KIAA1324L	7439
FLJ31340	7439
EIG121L	7439
HUR	7440
HuR	7440
Hua	7440
MelG	7440
HuB	7441
HEL-N1	7441
HUC	7442
PLE21	7442
DKFZp547J036	7442
HUCL	7442
MGC20653	7442
HUD	7443
PNEM	7443
LINC01156	7445
Fabl	7445
EU32	7447
NERF	7447
NERF-2	7447
NERF-1A	7447
NERF-1B	7447
ESX	7452
EPR-1	7452
ESE-1	7452
ERT	7452
ENST00000415582	7453
SCAT7	7453
MEF	7454
ELFR	7454
PPP1R28	7456
MYCLo-2	7457
LRRC62	7458
PPP1R29	7458
dJ63G5.3	7458
KIAA1904	7458
ELK2	7461
ELK2P1	7461
ELK2.1	7461
ELK2P2	7462
ELK2.2	7462
ERP	7463
NET	7463
SAP2	7463
SAP1	7464
C19orf17	7465
Men	7465
ELL1	7465
PPP1R68	7465
MRCCAT1	7466
FLJ22637	7471
KIAA0281	7472
CED12	7472
ELMO-1	7472
CED-12	7472
CED12	7474
ELMO-2	7474
CED-12	7474
KIAA1834	7474
FLJ11656	7474
FLJ13824	7476
CED12	7476
ELMO-3	7476
CED-12	7476
DKFZp547C176	7477
MGC10084	7478
RBM29	7479
RBED1	7479
DFNB88	7479
FLJ21977	7479
WBS	7480
WS	7480
SVAS	7480
CTB-51J22.1	7481
TCEB3	7482
SIII	7482
TCEB3A	7482
TCEB3-AS1	7483
TCEB3B	7484
HsT832	7484
TCEB3L	7484
TCEB3CL	7485
ELOA3B	7485
HsT828	7485
ELOA3C	7486
TCEB3CL2	7487
ELOA3D	7487
TCEB3C	7488
ELOA3	7488
HsT829	7488
TCEB3L2	7488
ELOA3A	7488
TCEB2	7490
SIII	7490
TCEB2P1	7491
TCEB2P2	7492
TCEB2P3	7493
TCEB2P4	7494
TCEB1	7495
SIII	7495
TCEB1P2	7496
TCEB1P3	7497
dJ254P11.1	7497
TCEB1P4	7498
TCEB1P5	7499
TCEB1P6	7500
TCEB1P7	7501
TCEB1P8	7502
TCEB1P9	7503
TCEB1P10	7504
TCEB1P11	7505
TCEB1P12	7506
TCEB1P13	7507
TCEB1P14	7508
TCEB1P15	7509
TCEB1P16	7510
TCEB1P17	7511
TCEB1P18	7512
TCEB1P19	7513
TCEB1P20	7514
TCEB1P21	7515
TCEB1P22	7516
TCEB1P23	7517
TCEB1P25	7518
TCEB1P24	7518
TCEB1P26	7519
TCEB1P27	7520
TCEB1P28	7521
TCEB1P29	7522
TCEB1P30	7523
TCEB1P31	7524
TCEB1P32	7525
TCEB1P33	7526
TCEB1P34	7527
TCEB1P35	7528
MGC4549	7530
ELF1	7530
Ssc1	7531
Ssc2	7532
CIG-30	7534
STGD2	7535
STGD3	7535
SCA34	7535
CT118	7535
SCA38	7536
HELO1	7536
dJ483K16.1	7536
FLJ23378	7537
MGC5487	7537
LCE	7537
FLJ23563	7538
DYS	7539
IKBKAP	7539
IKAP	7539
TOT1	7539
IKI3	7539
STATIP1	7540
FLJ10879	7540
StIP	7540
FLJ10422	7541
KAT9	7541
C11orf19	7542
PAXNEB	7542
C17orf81	7543
DERP6	7543
TMEM103	7544
C3orf75	7544
FLJ20211	7544
HE12	7545
E12	7545
EDDM12	7545
MGC71745	7546
KIAA0090	7548
KIAA0103	7550
TTC35	7550
TMEM111	7551
TMEM85	7553
FLJ90746	7553
MGC24415	7553
PIG17	7553
TMEM93	7554
MGC2963	7554
RAB5IFL	7554
C15orf24	7555
C11orf3	7555
C16orf4	7556
NOC4	7556
C16orf2	7556
COX4NB	7556
FAM158B	7556
C14orf122	7557
FAM158A	7557
CGI-112	7557
C19orf63	7558
INM02	7558
HSS1	7558
HSM1	7558
MUC14	7559
STA	7560
LEMD5	7560
FLJ31364	7561
MMS4L	7561
SLX2A	7561
FLJ00151	7562
SLX2B	7562
C2F	7563
NEP1	7563
Grcc2f	7563
EMU1	7564
hEmu1	7564
EMI5	7564
DKFZp586M121	7565
gp115	7565
FLJ33200	7566
FOAP-10	7566
C20orf130	7567
EMILIN5	7567
dJ620E11.4	7567
EMAPL	7568
EMAP	7568
HuEMAP	7568
ELP79	7568
EMAP2	7569
ELP70	7569
EMAP-2	7569
C19orf83	7570
FLJ35827	7571
ELP95	7571
C2orf2	7572
ROPP120	7572
ELP120	7572
HuEMAP-2	7574
EMAP-2	7574
FAP16	7574
FLJ42562	7575
TMP	7577
CL-20	7577
XMP	7578
YMP	7580
EMS	7581
C11orf30	7582
NCRNA00045	7585
EMX2-AS1	7585
FLJ10773	7588
NDPP1	7588
MENA	7588
AIH2	7589
NRPB	7590
PIG10	7590
ENC-1	7590
TP53I10	7590
KLHL37	7590
KIAA0830	7591
PP11	7593
P11	7593
PRSS26	7593
FLJ35220	7594
ORW1	7595
ORW	7595
END	7595
HHT1	7595
CD105	7595
FLJ21865	7596
C9orf165	7597
UNQ470	7597
C16orf48	7598
DKFZP434A1319	7598
FBB11	7598
C10orf63	7599
MGC26778	7599
enkurin	7599
CFAP106	7599
ENO1L1	7600
MPB1	7600
PPH	7600
MBP-1	7600
ENO1P	7603
C10orf134	7609
AC023283.3	7609
MASA	7610
E1	7610
mtnC	7610
HSRTSBETA	7611
rTS	7611
TYMSAS	7611
FUCD	7611
FLJ10094	7612
PIG38	7612
CNOX	7612
cCNOX	7612
COVA1	7615
APK1	7615
tNOX	7615
gp160	7616
CD249	7616
NPPS	7617
M6S1	7617
PDNP1	7617
PC-1	7617
PCA1	7617
PDNP2	7618
ATX	7618
PD-IALPHA	7618
PDNP3	7619
PD-IBETA	7619
gp130RB13-6	7619
B10	7619
CD203c	7619
NPP4	7620
KIAA0879	7620
AP3Aase	7620
MGC33971	7622
alk-SMase	7623
NPP7	7623
DUNQU1	7636
MGC4319	7638
MGC8394	7638
MGC78563	7638
ARPP-19e	7638
ENSAP	7639
dJ822J19.1	7639
FLJ25421	7642
CD39	7643
NTPDase-1	7643
ATPDase	7643
SPG64	7643
CD39L1	7645
NTPDase-2	7645
CD39L3	7646
NTPDase-3	7646
HB6	7646
FLJ36665	7647
LYSAL1	7648
LALP70	7648
LAP70	7648
KIAA0392	7648
NTPDase-4	7648
UDPase	7648
CD39L4	7649
PCPH	7649
NTPDase-5	7649
CD39L2	7650
IL6ST2	7650
