alias_previous_symbol	index
NFATL1	21656
OREBP	21656
NFATZ	21656
NF-AT5	21656
NF-ATC	21657
NFATc	21657
NFAT2	21657
NF-ATP	21658
NFATp	21658
NFAT1	21658
FLJ14639	21659
NIP45	21659
RAD60	21659
ESC2	21659
NFAT4	21660
NFATX	21660
NFAT3	21661
NF-E2	21662
TCF11	21663
NRF1	21663
LCR-F1	21663
FLJ00380	21663
NRF2	21665
Nrf3	21666
NF-E4	21669
NFI-L	21670
KIAA1439	21670
RP5-833A20.1	21671
NFI-RED	21673
NFIB2	21673
NFIB3	21673
NFI	21674
CTF	21674
NF-I	21674
CTF5	21674
IL3BP1	21675
E4BP4	21675
NFIL3A	21675
NF-IL3A	21675
LINC01862	21676
NF1A	21677
KBF1	21678
p105	21678
NFKB-p50	21678
p50	21678
NF-kappaB	21678
NFkappaB	21678
NF-kB1	21678
LYT-10	21679
p52	21679
p105	21679
NF-kB2	21679
p49/p100	21679
NFKBI	21680
IKBA	21680
MAD-3	21680
IkappaBalpha	21680
IKBB	21681
TRIP9	21681
TA-NFKBH	21682
IkappaBNS	21682
IkBNS	21682
IKBE	21683
NFKBIL	21684
IKBL	21684
MAIL	21685
FLJ34463	21685
INAP	21685
DKFZp547B2013	21686
INO80G	21686
NifS	21687
IscS	21687
HIRIP5	21688
CGI-33	21688
NifU	21688
NIFUC	21688
NFX2	21691
MGC20369	21691
Tex42	21691
TEG-42	21691
HOZFP	21692
HAP2	21693
CBF-B	21693
NF-YA	21693
NFYAP	21694
CBF-A	21695
HAP3	21695
NF-YB	21695
CBF-C	21697
NF-YC	21697
0808y08y	21698
C14orf120	21702
DKFZP564O092	21702
LCP5	21702
lpd-2	21702
NGD	21702
CANu1	21702
ARHGEF27	21703
NGFB	21704
RP4-663N10.1	21705
TNFRSF16	21706
CD271	21706
p75NTR	21706
FLJ11005	21707
PNG1	21707
PNG-1	21707
DSC92	21708
Cernunnos	21709
XLF	21709
FLJ12610	21709
HEN1	21710
NSCL	21710
NSCL1	21710
bHLHa35	21710
HEN2	21711
NSCL2	21711
bHLHa34	21711
bA204B7.2	21712
EPM2B	21712
FLJ25621	21713
FLJ20147	21713
FLJ33312	21713
MGC45492	21713
DKFZp779F115	21713
NOLA2	21716
FLJ20479	21716
NOLA2P1	21717
bA360G10.4	21717
TCAG_30283	21718
C6orf63	21721
bA43P8.1	21721
KIAA1357	21721
C1orf24	21723
FAM129A	21723
NIBAN	21723
GIG39	21723
C9orf88	21724
FAM129B	21724
DKFZP434H0820	21724
FLJ13518	21724
FLJ22151	21724
FLJ22298	21724
bA356B19.6	21724
MINERVA	21724
FAM129C	21725
FLJ39802	21725
BCNP1	21725
MGC12936	21726
NID	21728
entactin	21728
ALS2CR1	21730
CALS-7	21730
MDS015	21730
MKI67IP	21731
Nopp34	21731
hNIFK	21731
MKI67IPP1	21733
MKI67IPP2	21734
MKI67IPP3	21735
MKI67IPP4	21736
MKI67IPP5	21737
MKI67IPP6	21738
MKI67IPP7	21739
MKI67IPP8	21740
MKI67IPP9	21741
MGC42105	21742
NIM1	21742
NIN1	21744
KIAA0980	21747
NLP	21747
CGI-37	21748
FLJ10296	21748
HSPC031	21748
KD93	21748
SPG6	21752
MGC35570	21752
SLC57A1	21752
SLC57A2	21753
NPAL1	21759
DKFZp686A06115	21759
NPAL2	21760
FLJ13955	21760
NPAL3	21761
DJ462O23.2	21761
ICHYN	21762
IDN3	21763
DKFZp434L1319	21763
FLJ11203	21763
FLJ12597	21763
FLJ13354	21763
FLJ13648	21763
Scc2	21763
NIPBL-AS1	21764
NIPBL-AS	21764
GBAS	21766
DKFZp564D177	21767
FLJ13953	21767
HSPC299	21767
MGC14553	21767
FLJ11275	21768
KIAA0975	21769
I-1	21769
IRAS	21769
FAM77C	21772
FLJ12650	21772
TCBA1	21775
FAM77B	21775
FAM77D	21776
NKAIN3-IT1	21776
FLJ39630	21776
C20orf58	21777
bA261N11.2	21777
FAM77A	21777
FLJ22626	21778
C11orf57	21779
FLJ10726	21779
C6orf194	21780
bA424I5.1	21780
CXorf42	21781
FLJ36576	21781
Naked2	21783
GIG1	21784
GMP-17	21784
KBRAS1	21786
kappaB-Ras1	21786
KBRAS2	21787
DKFZP434N1526	21787
kappaB-Ras2	21787
FLJ33600	21788
ITBA4	21789
NRF	21789
p104	21790
HSPX153	21791
SAX2	21791
C10orf121	21792
bB238F13.2	21792
NKX2A	21793
BCH	21793
TITF1	21793
TTF-1	21793
TTF1	21793
NKX2B	21795
NKX2.2	21795
NKX2-2AS	21796
NKX2C	21797
NKX2.3	21797
CSX3	21797
NKX4-3	21797
NKX2D	21798
NKX2.4	21798
CSX	21799
NKX2E	21799
CSX1	21799
NKX2.5	21799
NKX4-1	21799
CSX2	21800
NKX4-2	21800
NKX2H	21801
NKX2.8	21801
Nkx2-9	21801
NKX3A	21802
NKX3.1	21802
BAPX2	21802
BAPX1	21803
NKX3B	21803
NKX3.2	21803
NKX6A	21804
Nkx6.1	21804
NKX6B	21805
GTX	21805
NKX6.1	21805
FLJ25169	21806
NLE	21807
FLJ10458	21807
KIAA1070	21808
KIAA1366	21810
HNL3	21811
KIAA1480	21811
ASPGX1	21811
AUTSX1	21811
NLGN4	21812
KIAA1260	21812
NLGN	21812
HLNX	21812
KIAA0951	21813
NLGN4YAS	21814
NLGN4Y-AS	21814
AGTBP	21816
KIAA1226	21816
CLR16.2	21817
FLJ00348	21817
NOD3	21817
CARD12	21818
CLAN1	21818
ipaf	21818
CLANA	21818
CLANB	21818
CLANC	21818
CLAND	21818
CLR2.1	21818
CLAN	21818
NOD27	21819
CLR16.1	21819
FLJ21709	21819
NALP1	21820
SLEV1	21820
KIAA0926	21820
DKFZp586O1822	21820
CARD7	21820
NAC	21820
CLR17.1	21820
DEFCAP	21820
VAMAS1	21820
NALP2	21821
FLJ20510	21821
PYPAF2	21821
NBS1	21821
PAN1	21821
CLR19.9	21821
NLRP2P	21822
NOD24	21822
NALP2P	21822
CLRX.1	21822
POP4	21822
C1orf7	21823
CIAS1	21823
DFNA34	21823
AGTAVPRL	21823
AII	21823
AVP	21823
FCAS	21823
FCU	21823
NALP3	21823
PYPAF1	21823
MWS	21823
CLR1.1	21823
NLRP3P	21824
NOD13	21824
NALP4	21825
PYPAF4	21825
FLJ32126	21825
PAN2	21825
RNH2	21825
CLR19.5	21825
CT58	21825
NALP5	21826
PYPAF8	21826
MATER	21826
PAN11	21826
CLR19.8	21826
NALP6	21827
PYPAF5	21827
PAN3	21827
CLR11.4	21827
NALP7	21828
PYPAF3	21828
NOD12	21828
PAN7	21828
CLR19.4	21828
NALP8	21830
NOD16	21830
PAN4	21830
CLR19.2	21830
NALP9	21831
NOD6	21831
PAN12	21831
CLR19.1	21831
NLRP9P	21832
NOD25	21832
NALP10	21833
NOD8	21833
PAN5	21833
Pynod	21833
CLR11.1	21833
NALP11	21834
PYPAF6	21834
NOD17	21834
PAN10	21834
CLR19.6	21834
NALP12	21835
RNO2	21835
PYPAF7	21835
Monarch1	21835
PAN6	21835
CLR19.3	21835
NALP13	21836
NOD14	21836
PAN13	21836
CLR19.7	21836
NALP14	21837
NOD5	21837
GC-LRR	21837
Nalp-iota	21837
PAN8	21837
CLR11.2	21837
NOD9	21838
CLR11.3	21838
MGC2277	21839
MGC3936	21839
MGC17211	21839
BB1	21840
BB1R	21840
RP11-137J7.2	21841
CGI-07	21842
NMD3P	21843
NM23	21845
NM23-H1	21845
NDPKA	21845
NM23-LV	21846
NMELV	21846
NM23-H2	21848
NDPKB	21848
DR-nm23	21852
NM23-H3	21852
NDPKC	21852
nm23-H4	21853
NM23H4	21853
NDPKD	21853
nm23-H5	21854
RSPH23	21854
NM23-H6	21855
IPIA-ALPHA	21855
FLJ37194	21856
NM23-H7	21856
CFAP67	21856
TXNDC3	21857
CILD6	21857
SPTRX2	21857
NM23-H8	21857
TXNDC6	21858
TXL-2	21858
NM23-H9	21858
LCA9	21860
NMNAT	21860
PNAT1	21860
NMNATP	21861
C1orf15	21866
KIAA0479	21866
PNAT2	21866
PNAT3	21867
FLJ25918	21868
HSCARG	21868
SDR48A1	21868
NMRAL1P1	21869
LOC344887	21869
C9orf95	21870
FLJ20559	21870
NRK1	21870
bA235O14.2	21870
ITGB1BP3	21871
MIBP	21871
NRK2	21871
NMT	21873
TRNAL31	21875
nmt-tRNA-Leu-TAA-1-1	21875
TRNAL46P	21876
nmt-tRNA-Leu-TAA-2-1	21876
TRNAL45P	21877
nmt-tRNA-Leu-TAA-3-1	21877
TRNAL37	21878
nmt-tRNA-Leu-TAA-4-1	21878
TRNAL42P	21879
nmt-tRNA-Leu-TAA-5-1	21879
TRNAL41P	21880
nmt-tRNA-Leu-TAA-6-1	21880
TRNAP23P	21881
nmt-tRNA-Pro-TGG-1-1	21881
TRNAQ38P	21882
nmt-tRNA-Gln-CTG-1-1	21882
TRNAQ40P	21883
nmt-tRNA-Gln-TTG-1-1	21883
TRNAQ48P	21884
nmt-tRNA-Gln-TTG-2-1	21884
TRNAQ18	21885
nmt-tRNA-Gln-TTG-3-1	21885
TRNAQ42P	21886
nmt-tRNA-Gln-TTG-4-1	21886
TRNAQ31	21887
nmt-tRNA-Gln-TTG-5-1	21887
TRNAQ47P	21888
nmt-tRNA-Gln-TTG-6-1	21888
TRNAQ34P	21889
nmt-tRNA-Gln-TTG-7-1	21889
TRNAQ35P	21890
nmt-tRNA-Gln-TTG-8-1	21890
TRNAQ36P	21891
nmt-tRNA-Gln-TTG-9-1	21891
TRNAQ50P	21892
nmt-tRNA-Gln-TTG-10-1	21892
TRNAQ43P	21893
nmt-tRNA-Gln-TTG-11-1	21893
TRNAQ41P	21894
nmt-tRNA-Gln-TTG-12-1	21894
TRNAQ52P	21895
nmt-tRNA-Gln-TTG-13-1	21895
TRNAQ9	21896
nmt-tRNA-Gln-TTG-14-1	21896
TRNAQ54P	21897
nmt-tRNA-Gln-TTG-15-1	21897
TRNAS8	21898
nmt-tRNA-Ser-TGA-1-1	21898
TRNAS31P	21899
nmt-tRNA-Ser-TGA-2-1	21899
TRNAS30P	21900
nmt-tRNA-Ser-TGA-3-1	21900
TRNAV37P	21901
nmt-tRNA-Val-TAC-1-1	21901
GPR66	21903
GPC-R	21903
FM-3	21903
NMU1R	21903
NMU2R	21904
Peg5	21905
RP11-159F24.1	21908
C4orf14	21909
MGC3232	21909
hAtNOS1	21909
hNOA1	21909
MTG3	21909
PSMD8BP1	21910
NOB1P	21910
ART-4	21910
MST158	21910
OG2	21911
Og2x	21911
DKFZP564C186	21912
NET7	21912
NET15	21912
NIR	21912
PPP1R112	21912
C10orf117	21915
AD24	21915
FLJ12820	21915
FAD24	21915
MGC3162	21916
NET49	21916
UTP19	21916
Noc4	21916
CCRN4L	21917
CCR4L	21917
Ccr4c	21917
NOC	21917
CARD4	21918
NLRC1	21918
CLR7.1	21918
IBD1	21919
CARD15	21919
BLAU	21919
CD	21919
PSORAS1	21919
CLR16.3	21919
NLRC2	21919
SYNS1	21921
SYM1	21921
ARC	21922
NOP30	21922
MYP	21922
CARD2	21922
NOLP	21923
HRIHFB2255	21923
CT125	21923
C20orf113	21924
C20orf112	21924
dJ1184F4.2	21924
DKFZP566G1424	21924
dJ1184F4.4	21924
bA311H10.1	21926
Nrap	21926
FLJ21959	21926
MGC14896	21926
MGC14921	21926
MGC20838	21926
UTP22	21926
C6orf90	21927
PQBP3	21927
NOP27	21927
RARG-1	21927
dJ223E5.2	21927
C9orf34	21928
FLJ20736	21928
Nop132	21928
FLJ23323	21930
NET6	21930
Grc3	21930
PQBP5	21931
FLJ14075	21931
DKFZP586L0724	21932
MGC3731	21933
Nop25	21933
RRP17	21933
P130	21934
KIAA0035	21934
NOPP140	21934
NOPP130	21934
Srp40	21934
C7orf3	21936
SGD1	21936
PPP1R113	21936
PM5	21937
NOMO	21938
PM5	21938
NRB54	21940
NMT55	21940
P54NRB	21940
P54	21940
PPP1R114	21940
NOL1	21943
NOP120	21943
NSUN1	21943
p120	21943
C14orf21	21944
NOLA3	21945
NOP10P	21945
MGC70651	21945
C4orf9	21946
NOL14	21946
RES4-25	21946
UTP2	21946
C4orf10	21947
RES4-24	21947
HSPC111	21948
HSPC185	21948
LOC51491	21948
GLTSCR2	21949
PICT-1	21949
PICT1	21949
GLTSCR2-AS1	21950
NOL5A	21951
SCA36	21951
NOL5B	21952
NOL5BP	21952
NOP56-L	21952
dJ207F6.1	21952
NOP5	21955
HSPC120	21955
LINC00657	21956
NOS	21957
nNOS	21957
KIAA0464	21958
CAPON	21958
NOS2A	21959
iNOS	21959
NOS	21959
HEP-NOS	21959
NOS2C	21960
NOS2B	21961
ECNOS	21964
eNOS	21964
CGI-25	21965
MGC20702	21966
TAN1	21967
NOTCH2NL	21969
N2N	21969
CADASIL	21974
CASIL	21974
INT3	21975
NOVA-1	21978
NOVA3	21979
ANOVA	21979
NOVA-2	21979
NOH1	21980
NOH-1	21980
MOX1	21980
GP91-2	21980
GP91-3	21981
KOX-1	21982
KOX	21982
NOX5A	21983
NOX5B	21983
SDCCAG31	21984
NY-CO-31	21984
FLJ25475	21984
P41NOXA	21985
P41NOXB	21985
P41NOXC	21985
SH3PXD5	21985
SNX28	21985
C14orf148	21986
FLJ32809	21986
C15orf2	21987
MOP5	21997
PASD5	21997
bHLHe11	21997
MOP4	21998
PASD4	21998
bHLHe9	21998
MOP6	22000
PASD6	22000
bHLHe12	22000
PASD10	22001
NXF	22001
Le-PAS	22001
bHLHe79	22001
E14	22002
p220	22002
PPL7	22003
PPNPB	22003
GPR7	22004
GPR8	22005
SLC65A1	22006
SLC65A2	22007
HE1	22008
NP-C2	22008
EDDM1	22008
DKFZp586J0523	22009
CAB-	22009
CAB1	22009
FLJ11583	22010
bA261P9.2	22010
PSA	22011
MP100	22011
FMRFAL	22013
GPR147	22014
OT7T022	22014
NPFF1R1	22014
GPR74	22015
NPFF2	22015
NPGPR	22015
NPH1	22016
JBTS4	22016
SLSN1	22016
NPH3	22017
KIAA2000	22017
FLJ30691	22017
FLJ36696	22017
MKS7	22017
SLSN3	22017
CFAP31	22017
NCRNA00119	22019
SLSN4	22020
KIAA0673	22020
POC10	22020
CNF	22021
NPHN	22021
SRN1	22022
PDCN	22022
NPIP	22023
morpheus	22023
LCR16a9	22028
NPIPL3	22032
KIAA0220	22032
NPIPL1	22036
LOC440350	22036
NPIPL2	22044
LOC440348	22044
C1orf13	22046
NPL1	22046
DHDPS1	22046
NPL4	22047
FLJ20657	22047
KIAA1499	22047
B23	22049
NPM	22049
NPMP1	22050
NG1-1.6	22050
NPMP2	22051
NG2-6	22051
NPMP3	22052
NPM1P15	22052
NG3-3	22052
NPMP4	22053
NG4-5	22053
NPMP5	22054
NG5-4	22054
NPMP6	22055
NG6-4	22055
NPMP7	22056
NPM1P16	22056
NG7-6	22056
EGFL6L	22102
POEM	22102
ANP	22103
PND	22103
NPPAAS	22104
NPPA-AS	22104
CNP	22106
ANPRA	22107
NPRA	22107
GUCY2A	22107
ANPa	22107
ANPRB	22108
NPRB	22108
AMDM	22108
GUCY2B	22108
ANPb	22108
NPRC	22109
ANPRC	22109
C5orf23	22109
GUCY2B	22109
FLJ14054	22109
TUSC4	22110
NPR2L	22110
NPR2	22110
C16orf35	22111
CGTHBA	22111
RMD11	22111
NPR3	22111
MARE	22111
HS-40	22111
GPR154	22113
PGR14	22113
GPRA	22113
AAA1	22114
IMAGE:4827585	22114
SDFR1	22115
SDR1	22115
GP55	22115
GP65	22115
np65	22115
np55	22115
lncRNA-LET	22116
C7orf9	22120
RFRP	22120
PPL8	22121
PYY4	22122
NPYR	22123
PPYR1	22125
Y4	22125
PP1	22125
CH17-360D5.1	22126
NPYR5	22127
PP2	22128
NPY1RL	22128
NPY6RP	22128
NMOR1	22129
DIA4	22129
DHQU	22129
QR1	22129
DTD	22129
NMOR2	22130
QR2	22130
DHQV	22130
DIA6	22130
THRAL	22132
ear-1	22132
hRev	22132
Rev-ErbAalpha	22132
THRA1	22132
REVERBA	22132
REVERBalpha	22132
BD73	22133
RVR	22133
EAR-1r	22133
HZF2	22133
Hs.37288	22133
REVERBB	22133
REVERBbeta	22133
UNR	22134
NER	22134
NER-I	22134
RIP15	22134
LXR-b	22134
LXRb	22134
LXR-a	22135
RLD-1	22135
LXRa	22135
FXR	22136
RIP14	22136
HRR1	22136
HRR-1	22136
Fxrb	22137
NR1H5	22137
ONR1	22138
PXR	22138
BXR	22138
SXR	22138
PAR2	22138
MB67	22139
CAR1	22139
CAR	22139
CAR2	22140
TR2	22141
TR2-11	22141
TR4	22142
TAK1	22142
TR2R1	22142
hTAK1	22142
TRA16	22143
TLX	22144
TLL	22144
XTLL	22144
PNR	22145
rd7	22145
RP37	22145
ERBAL3	22146
TFCOUP1	22146
EAR-3	22146
COUP-TFI	22146
TCFCOUP1	22146
SVP44	22146
COUPTF1	22146
FLJ42709	22147
ARP1	22148
TFCOUP2	22148
COUP-TFII	22148
COUPTFB	22148
SVP40	22148
NF-E3	22148
COUPTF2	22148
ERBAL2	22150
EAR-2	22150
EAR2	22150
GRL	22151
GR	22151
GRLL1	22152
NR3C1P	22152
MLR	22153
MR	22153
HMR	22154
GFRP1	22154
TR3	22154
N10	22154
NAK-1	22154
NGFIB	22154
NUR77	22154
NR4A1-AS1	22155
NURR1	22156
TINUR	22156
NOT	22156
RNR1	22156
HZF-3	22156
CSMF	22157
CHN	22157
NOR1	22157
MINOR	22157
FTZF1	22158
FTZ1	22158
SF-1	22158
ELP	22158
AD4BP	22158
hSF-1	22158
SF1	22158
FTF	22159
FTZ-F1beta	22159
hB1F	22159
LRH-1	22159
FTZ-F1	22159
hB1F-2	22159
B1F2	22159
LRH1	22159
GCNF	22160
GCNF1	22160
RTR	22160
CT150	22160
NCRNA00284	22161
LINC00284	22161
MGC61598	22164
N-ras	22165
DYNLL1-AS1	22166
AHC	22167
DSS	22167
DAX1	22167
AHCH	22167
SHP	22168
DKFZp564C1664	22169
FLJ30395	22169
COPR1	22169
COPR2	22169
NRBP	22176
BCON3	22176
MUDPNP	22176
MADM	22176
DKFZp434P086	22177
KIAA0343	22178
Bravo	22178
NRD1	22179
hNRD1	22179
hNRD2	22179
C14orf102	22180
FLJ14051	22180
C5orf13	22181
P311	22181
D4S114	22181
PRO1873	22181
PTZ17	22181
SEZ17	22181
EWG	22183
ALPHA-PAL	22183
HGL	22184
NRG1-IT2	22184
HRG	22184
NDF	22184
GGF	22184
Don-1	22187
NTAK	22187
HRG2	22187
C10orf100	22189
Em:AC010157.1	22189
HRG4	22190
RC3	22191
RIP140	22192
DKFZP761G1913	22193
C11orf14	22194
lncRNA-CMPK2	22195
lncCMPK2	22195
DKFZp686A17109	22196
D14S46E	22197
RP27	22197
NRL-MAF	22197
NRM29	22198
NRN	22199
UNQ2446	22200
MRCC2446	22200
NCRNA00194	22201
NRP	22202
VEGF165R	22202
CD304	22202
VEGF165R2	22203
LRRC33	22204
UNQ3030	22204
ELLP3030	22204
MGC50789	22204
GARPL1	22204
VMP	22205
p24	22205
C20orf98	22206
dJ1103G7.6	22206
NTN	22208
KIAA0578	22209
Hs.22998	22209
C14orf60	22212
KIAA0743	22212
HUSSY-29	22213
HCLG1	22213
FLJ94393	22213
TINP1	22213
STO	22221
ARA267	22221
FLJ22263	22221
KMT3B	22221
WHSC1	22222
MMSET	22222
KMT3G	22222
WHSC1L1	22223
FLJ20353	22223
WHISTLE	22223
KMT3F	22223
XAP104	22224
H105e3	22224
SDR31E1	22224
SKD2	22225
SEC18	22225
dJ776F14.1	22226
p47	22226
UBXD10	22226
UBX1	22226
UBXN2C	22226
NSFP	22227
P21	22228
D4S234E	22228
NEEP21	22228
HMP19	22229
CALY3	22229
C1orf48	22230
DC8	22230
DKFZP566O1646	22230
MIS14	22230
FAN	22231
GRAMD5	22231
NSE1	22232
C8orf36	22234
FLJ32440	22234
MMS21	22234
NSE2	22234
ZMIZ7	22234
NDNL2	22235
HCA4	22235
MAGEG1	22235
MAGEL3	22235
NSE3	22235
C10orf86	22236
FLJ20003	22236
bA500G22.3	22236
NSE4A	22236
NELF	22237
CCDC55	22238
DKFZP434K1421	22238
NSrp70	22238
CCDC55P1	22239
MRT5	22240
FLJ20303	22240
TRM4	22240
Misu	22240
FLJ22609	22241
MGC22960	22242
SHTAP	22242
WBSCR20	22243
WBSCR20A	22243
NOL1R	22243
p120(NOL1)	22243
FLJ10267	22243
NSUN5A	22243
Ynl022cL	22243
NSUN5B	22244
WBSCR20B	22244
NSUN5C	22245
WBSCR20C	22245
MGC15057	22245
FLJ11626	22245
DKFZp434K058	22245
NOL1R2	22245
WBSCR20B	22245
NOPD1	22246
ARL5B-AS1	22246
FLJ23743	22246
FLJ14001	22247
UMPH2	22248
DNT1	22248
DNT-1	22248
PN-I	22248
cdN	22248
dNT-1	22248
CN-I	22249
CN-IA	22249
CN1A	22249
CN1	22249
MGC119199	22249
MGC119201	22249
AIRP	22250
CN-IB	22250
NT5B	22252
SPG45	22252
PNT5	22252
GMP	22252
cN-II	22252
SPG65	22252
NT5C3	22253
UMPH1	22253
PSN1	22253
PN-I	22253
UMPH	22253
P5'N-1	22253
cN-III	22253
p36	22253
POMP	22253
hUMP1	22253
NT5C3P1	22254
UMPH1P	22254
NT5C3L	22256
MGC20781	22256
cN-IIIB	22256
NT5C2L1	22260
dJ486I3.1	22260
MGC24302	22260
FLJ12442	22263
TU12B1-TY	22264
FLJ11266	22264
NT5	22266
CD73	22266
eN	22266
eNT	22266
CALJA	22266
dNT-2	22267
dNT2	22267
mdN	22267
C8orf32	22272
WDYHV1	22272
FLJ10204	22272
NGF2	22273
NTF5	22274
NT-4/5	22274
GLC1O	22274
NTF6	22275
PSI-NT4	22275
NTF5P	22275
NTH1	22278
OCTS3	22278
HNT	22279
NTRI	22279
IGLON2	22279
CEPU-1	22279
C11orf39	22280
FLJ45436	22280
NTM-IT3	22281
C9orf32	22282
METTL11A	22282
AD-003	22282
HOMT1A	22282
NRMT1	22282
NRMT	22282
NTN1L	22283
NTN2L	22284
KIAA0976	22287
Lmnt1	22287
NTNG1	22288
KIAA1857	22288
Lmnt2	22288
C1orf57	22289
MGC13186	22289
HCR-NTPase	22289
THEP1	22289
TRK	22290
TRKA	22290
MTC	22290
TRKB	22291
TRKC	22292
NTR	22295
NTR2	22296
ARK5	22297
KIAA0537	22297
SNARK	22298
FLJ90349	22298
BS4	22299
NYREN18	22299
NUB1L	22299
NBP1	22300
NBP35	22300
CIAO5	22300
CFD1	22301
CIAO6	22301
C14orf127	22302
FLJ12660	22302
IND1	22302
huInd1	22302
NUC	22303
Calnuc	22303
NEFA	22305
NUCKS	22306
CML66	22309
FLJ14991	22309
DKFZp686E10109	22310
NudCL2	22310
KIAA1068	22311
NudCL	22311
MTH1	22314
APAH1	22315
DIPP	22316
DIPP2	22317
HDCMB47P	22317
KIAA0487	22317
DIPP2alpha	22317
DIPP2beta	22317
NUDT4P1	22318
hYSAH1	22320
YSA1H	22320
gfg-1	22321
gfg	22321
FGF2AS	22321
FGF-AS	22321
FLJ41567	22323
MGC3037	22324
C10orf98	22325
MGC34007	22325
bA56M3.1	22325
DIPP3a	22326
hDIPP3alpha	22326
DIPP3b	22327
FLJ10628	22327
hDIPP3beta	22327
DKFZP761I172	22328
DKFZp586P2219	22329
UGPP	22330
MTH2	22331
FLJ10956	22331
FLJ31265	22334
SDOS	22335
TIRR	22335
NUDT16P	22336
FLJ20525	22336
FLJ34433	22337
FLJ22494	22338
MTH3	22338
RP2	22339
CPSF5	22346
CFIM25	22346
MGC13045	22348
CDCA1	22349
NUF2R	22349
CT106	22349
NUFIP	22350
Rsa1	22350
NUFIP1P	22351
KIAA1321	22352
MGC117262	22352
PIG1	22352
182-FIP	22352
FIP-82	22352
82-FIP	22352
C8orf80	22353
HMFN0672	22353
SLIP-GC	22353
C14orf41	22355
NUMB-R	22356
CTG3a	22356
CAG3A	22356
TNRC23	22356
NUMBR	22356
NUMBLIKE	22356
MP44	22357
MGC5585	22360
FLJ22618	22360
NUPL2	22361
NLP_1	22361
CG1	22361
hCG1	22361
H_RG271G13.9	22361
bA350J20.1	22362
FLJ13287	22362
NPAP60L	22363
NUP50-AS1	22364
NUP50P	22365
NUPL1	22369
KIAA0410	22369
NUP45	22369
NUPL1P1	22370
p62	22371
DKFZp547L134	22371
IBSN	22371
SNDI	22371
MGC841	22371
FLJ20822	22371
FLJ43869	22371
FLJ20130	22372
NUP75	22373
FLJ12549	22373
MGC8530	22374
KIAA0095	22375
NUP96	22376
Nup98-Nup96	22376
Nup98-96	22376
NUP84	22377
FLJ10814	22378
HNUP153	22379
KIAA0791	22380
N155	22380
KIAA0197	22381
FLJ22583	22381
KIAA0169	22382
C7orf14	22383
KIAA0225	22383
GP210	22384
POM210	22384
FLJ22389	22384
KIAA0906	22384
C3orf46	22386
CAIN	22389
CAN	22389
D9S46E	22389
N214	22389
COM1	22390
p8	22390
NUPR1L	22391
C6orf68	22392
MGC7199	22392
NgBR	22392
TANGO14	22392
YDD19	22395
FLJ13421	22397
LNP	22397
ANKT	22397
SAPL	22397
BM037	22397
PRO0310p1	22397
Q0310	22397
NTF2	22398
PP15	22398
C15orf55	22406
NUT	22406
DKFZp434O192	22406
FAM22H	22406
FAM22A	22407
FAM22A-AS1	22408
FAM22B	22409
bA119F19.1	22409
FAM22D	22411
FAM22E	22412
FAM22F	22413
DKFZp434I1117	22413
FAM22G	22414
FAM22HP	22415
NVL2	22416
KIAA1239	22418
TAP	22419
Mex67	22419
DKFZp667O0311	22419
CT39	22420
TAPL-2	22420
bA353J17.1	22421
FLJ12614	22425
NRX	22425
TXNL6	22426
RDCVF	22426
C9orf121	22427
RdCVF2	22427
FAM55A	22429
MGC34290	22429
FAM55B	22430
FLJ25224	22430
FAM55C	22432
MGC15606	22432
C11orf33	22433
FAM55D	22433
FLJ20127	22433
NPH2	22435
NPH3	22436
NPH4	22437
P15	22438
MTR2	22438
P15-2	22441
C7orf51	22442
KIAA1486L	22442
FLJ37538	22442
KIAA1486	22443
KIAA1305	22444
FLJ11811	22444
CGIN1	22444
CSNB1	22445
CSNB4	22445
CLRP	22445
CSNB1A	22445
ACYL3P	22446
MGC52117	22447
C6orf130	22448
MGC19570	22448
dJ34B21.3	22448
TARG1	22448
OIAS	22449
OIASI	22449
IFI-4	22449
TRIP14	22452
p59OASL	22452
OASL1	22452
HOGA	22454
OATL3	22455
OAZ	22456
AZI	22456
MGC138338	22456
AZ1	22456
C13orf7	22460
RNF219	22460
FLJ13449	22460
POU4F1-AS1	22461
RNF219-AS1	22461
hOBPIIa	22462
OBP	22462
LCN13	22462
hOBPIIb	22463
LCN14	22463
KIAA1556	22464
UNC89	22464
KIAA1639	22464
ARHGEF30	22464
C1orf145	22465
FLJ31994	22465
KIAA0657	22466
PLA2L	22467
D15S12	22468
P	22468
EYCL3	22468
EYCL2	22468
BEY2	22468
EYCL	22468
BEY	22468
BEY1	22468
FLJ22709	22469
FLJ20455	22470
TPA018	22470
OCIA	22470
Asrij	22470
MGC45416	22472
PPP1R115	22474
OCM1	22476
OCRL1	22478
Dent-2	22478
C20orf123	22479
dJ257E24.3	22479
APin	22480
FLJ20513	22480
C4orf26	22481
FLJ23657	22481
AI2A4	22481
ODC	22482
lncRNA-MIF	22483
ODC2	22484
ODFPG	22485
ODF27	22485
RT7	22485
HSPB10	22485
CT133	22485
ODF84	22486
CT134	22486
KIAA1229	22488
SHIPPO1	22489
hSHIPPO	22489
CT135	22489
FAP123	22490
MGC48986	22491
C19orf19	22492
FLJ40059	22492
OPPO1	22493
CT136	22493
C1orf27	22494
FLJ20505	22494
odr-4	22494
TTG1	22494
MRDS1	22495
Opo	22495
CXorf5	22496
RP23	22496
